日期時間,奈秒,經度,緯度,電流強度(kA),雷擊型態
2015-01-29 22:49:06,422400000,23.1035,121.9561,-,IC
2015-01-29 22:49:43,433400000,23.1069,121.9064,-,IC
2015-01-29 22:49:43,433500000,23.0921,121.916,-,IC
2015-01-29 22:50:09,713400000,23.0922,121.9603,-,IC
2015-01-29 22:56:06,525100000,23.0707,121.9587,-,IC
2015-01-29 23:23:42,267400000,23.0903,121.8903,-,IC
2015-01-30 01:13:33,446300000,23.9212,120.0267,-,IC
2015-01-30 01:13:33,446400000,23.919,120.0241,-,IC
2015-01-30 01:13:38,111100000,23.5731,119.381,-,IC
2015-01-30 01:13:38,720600000,23.4855,119.8564,-,IC
2015-01-30 06:53:39,748200000,23.1162,121.1209,-,IC
2015-01-30 07:40:04,841400000,24.0332,121.0341,-,IC
2015-01-30 08:05:23,570300000,23.1151,121.1309,-,IC
2015-01-30 08:05:23,570400000,23.1151,121.1309,-,IC
2015-01-30 09:52:40,297200000,24.903,121.1589,-,IC
2015-01-30 10:03:31,931000000,24.8015,121.078,-,IC
2015-01-30 10:03:31,931100000,24.8204,121.0746,-,IC
2015-01-30 10:08:28,152900000,23.8893,120.0198,-,IC
2015-01-30 10:13:05,560100000,24.5574,120.7168,-,IC
2015-01-30 10:19:21,922000000,24.5154,120.7107,-,IC
2015-01-30 10:19:21,922100000,24.5021,120.717,-,IC
2015-01-30 10:19:22,5800000,24.5501,120.7201,-,IC
2015-01-30 10:19:30,99100000,24.2004,120.3642,-,IC
2015-01-30 10:19:30,558500000,23.9994,120.1067,-,IC
2015-01-30 10:19:30,558600000,23.9857,120.1262,-,IC
2015-01-30 10:20:00,876300000,22.9833,121.1808,-,IC
2015-01-30 10:24:21,594600000,23.5957,119.7281,-,IC
2015-01-30 10:24:33,708800000,24.425,120.6106,-,IC
2015-01-30 10:24:33,708900000,24.4279,120.609,-,IC
2015-01-30 10:24:33,709000000,24.4153,120.6143,-,IC
2015-01-30 10:24:47,355500000,24.4338,120.5386,-,IC
2015-01-30 10:24:47,355600000,24.4165,120.5496,-,IC
2015-01-30 10:24:48,289100000,24.3762,120.5722,-,IC
2015-01-30 10:24:48,289200000,24.3831,120.5678,-,IC
2015-01-30 10:24:56,370400000,24.3368,120.5834,-,IC
2015-01-30 10:24:56,370500000,24.3105,120.6004,-,IC
2015-01-30 10:24:57,587900000,24.4254,120.526,-,IC
2015-01-30 10:24:57,588000000,24.3973,120.5442,-,IC
2015-01-30 10:31:07,387700000,24.7002,120.9388,-,IC
2015-01-30 10:47:55,525500000,23.6794,119.7361,-,IC
2015-01-30 11:22:28,98900000,23.1687,121.1169,-,IC
2015-01-30 11:23:28,416900000,23.7219,119.6542,-,IC
2015-01-30 11:23:28,417000000,23.746,119.5862,-,IC
2015-01-30 12:46:23,304800000,22.831,121.2148,-,IC
2015-01-30 16:57:22,436500000,24.4895,122.5847,-,IC
2015-01-30 17:29:33,986800000,23.2245,121.1261,-,IC
2015-01-31 07:00:16,220400000,23.7836,122.1999,-,IC
2015-01-31 15:33:12,211800000,23.1169,121.9292,-,IC
