日期時間,奈秒,經度,緯度,電流強度(kA),雷擊型態
2015-03-10 20:37:29,170300000,23.9757,121.0333,-,IC
2015-03-10 20:45:19,935500000,23.3537,121.1086,-,IC
2015-03-10 20:45:31,693000000,23.1187,121.1379,-,IC
2015-03-10 21:02:24,782200000,24.0866,121.0096,-,IC
2015-03-10 21:31:13,341500000,23.8078,121.0515,-,IC
2015-03-10 23:48:07,603600000,24.0948,121.011,-,IC
2015-03-11 00:30:30,342700000,24.0956,121.0117,-,IC
2015-03-11 01:59:39,314200000,24.0921,121.0156,-,IC
2015-03-11 04:08:32,470100000,24.0929,121.0163,-,IC
2015-03-11 06:51:17,565700000,24.0931,121.0117,-,IC
2015-03-11 07:31:42,693000000,23.0359,121.1568,-,IC
2015-03-11 08:00:23,308000000,23.741,121.2974,-,IC
2015-03-11 08:00:23,308100000,23.741,121.2974,-,IC
2015-03-11 08:00:23,443400000,23.7491,121.3135,-,IC
2015-03-11 08:00:23,443500000,23.7491,121.3135,-,IC
2015-03-11 08:00:24,55400000,23.7932,121.1174,-,IC
2015-03-11 14:20:58,103500000,22.8331,121.1907,-,IC
2015-03-11 14:20:58,103600000,22.8336,121.1907,-,IC
2015-03-11 15:06:17,531400000,22.8753,121.179,-,IC
2015-03-11 15:48:00,735600000,23.2444,121.1348,-,IC
2015-03-11 15:48:12,604200000,23.1121,121.1413,-,IC
2015-03-11 17:18:10,765000000,24.0809,121.0121,-,IC
2015-03-11 17:24:10,245200000,24.501,120.9517,-,IC
2015-03-11 17:24:10,245300000,24.501,120.9517,-,IC
2015-03-11 17:46:48,97900000,23.1383,121.1574,-,IC
2015-03-11 17:46:48,129600000,23.1403,121.1596,-,IC
2015-03-11 17:46:48,129700000,23.138,121.1599,-,IC
2015-03-11 18:05:50,619800000,24.0908,121.0143,-,IC
2015-03-11 18:47:50,926500000,23.1463,121.1318,-,IC
2015-03-11 19:08:06,965400000,22.8934,121.1822,-,IC
2015-03-11 19:27:57,464800000,24.0981,121.0093,-,IC
2015-03-11 20:25:30,634800000,23.1582,121.1569,-,IC
2015-03-11 20:25:30,634900000,23.1587,121.1568,-,IC
2015-03-11 21:50:03,159700000,24.3667,120.9702,-,IC
2015-03-11 21:51:59,935400000,23.184,121.1299,-,IC
2015-03-11 21:51:59,935500000,23.1837,121.1333,-,IC
2015-03-11 22:34:19,255100000,23.0915,121.1579,-,IC
2015-03-11 22:34:19,255200000,23.1149,121.1545,-,IC
2015-03-11 23:19:59,180600000,23.1461,121.1343,-,IC
2015-03-12 08:14:11,173400000,22.8636,121.1864,-,IC
2015-03-12 09:31:50,900000,22.9011,121.204,-,IC
2015-03-14 11:14:47,156700000,25.8665,119.8233,-,IC
2015-03-14 12:27:29,718128222,25.9558696746826,118.491600036621,18.7035,CG
2015-03-14 13:02:01,783900000,25.8525,119.867,-,IC
2015-03-14 13:12:09,527600000,25.8167,120.3127,-,IC
2015-03-14 13:54:33,97400000,25.9089,119.8502,-,IC
2015-03-14 13:54:33,97500000,25.9045,119.8587,-,IC
2015-03-14 13:54:33,97600000,25.8962,119.9273,-,IC
2015-03-14 14:11:04,25000000,25.7648,120.1751,-,IC
2015-03-14 14:11:44,910600000,26.1432,119.9327,-,IC
2015-03-14 14:11:44,910700000,26.1335,119.9392,-,IC
2015-03-14 14:46:49,929700000,26.1079,120.0903,-,IC
2015-03-14 14:50:25,633900000,26.0927,120.1257,-,IC
2015-03-14 14:50:25,634100000,25.239,120.4799,-,IC
2015-03-14 14:50:25,634200000,26.0367,120.1945,-,IC
2015-03-14 14:50:25,634400000,25.2178,120.4963,-,IC
2015-03-14 14:56:07,544200000,25.4053,120.6185,-,IC
2015-03-14 15:04:22,193800000,25.7104,120.5115,-,IC
2015-03-14 15:04:22,193900000,25.6879,120.5433,-,IC
2015-03-14 15:12:29,619800000,25.3935,120.5761,-,IC
2015-03-14 15:12:29,619900000,25.3925,120.5788,-,IC
2015-03-14 15:12:29,620000000,25.3728,120.5877,-,IC
2015-03-14 15:12:29,620100000,25.4,120.538,-,IC
2015-03-14 15:12:29,620200000,25.3308,120.6085,-,IC
2015-03-14 15:12:29,620400000,25.3847,120.6429,-,IC
2015-03-14 15:16:46,781500000,25.362,120.6263,-,IC
2015-03-14 15:18:49,982600000,25.1299,120.5912,-,IC
2015-03-14 15:18:49,982700000,25.1299,120.5912,-,IC
2015-03-14 15:19:38,125700000,25.4437,120.617,-,IC
2015-03-14 15:19:38,125800000,25.4428,120.6129,-,IC
2015-03-14 15:22:17,207200000,25.482,120.5978,-,IC
2015-03-14 15:22:17,207300000,25.4697,120.6026,-,IC
2015-03-14 15:24:28,500900000,25.5488,120.4918,-,IC
2015-03-14 15:24:28,501000000,25.5465,120.5141,-,IC
2015-03-14 15:29:05,17300000,25.2179,120.4771,-,IC
2015-03-14 15:29:05,17600000,25.751,120.4307,-,IC
2015-03-14 15:29:05,17800000,25.7351,120.4627,-,IC
2015-03-14 15:29:05,17900000,25.7351,120.4627,-,IC
2015-03-14 15:29:05,84000000,25.9452,120.1351,-,IC
2015-03-14 15:50:08,917900000,25.7791,120.1773,-,IC
2015-03-14 16:00:31,176800000,26.0898,119.8076,-,IC
2015-03-14 16:00:31,177000000,26.013,119.8832,-,IC
2015-03-14 16:04:13,565100000,25.756,120.5163,-,IC
2015-03-14 16:20:25,642300000,25.2792,120.5896,-,IC
2015-03-14 16:20:25,642400000,25.2681,120.6362,-,IC
2015-03-14 16:20:25,668200000,25.9491,120.284,-,IC
2015-03-14 16:20:25,668300000,25.9491,120.284,-,IC
2015-03-14 16:20:25,668400000,25.9908,120.2337,-,IC
2015-03-14 16:24:32,219600000,25.8999,120.3196,-,IC
2015-03-14 16:24:32,219700000,25.8678,120.3547,-,IC
2015-03-14 16:24:32,219800000,25.8973,120.3135,-,IC
2015-03-14 18:30:09,125989225,25.4301624298096,119.071166992188,11.988,CG
2015-03-14 18:50:33,221700000,26.1586,119.9653,-,IC
2015-03-14 18:50:33,221800000,26.1586,119.9653,-,IC
2015-03-14 18:53:47,278700000,25.4513,120.5066,-,IC
2015-03-14 19:01:55,908800000,25.3597,120.6225,-,IC
2015-03-14 19:16:16,801893454,26.092472076416,120.173271179199,10.5265,CG
2015-03-14 19:40:25,963000000,25.8714,120.4744,-,IC
2015-03-14 19:40:25,963100000,25.7945,120.5337,-,IC
2015-03-14 19:45:19,343300000,25.3073,120.6568,-,IC
2015-03-14 19:45:19,343400000,25.3047,120.6654,-,IC
2015-03-14 19:50:47,606100000,25.8308,120.5538,-,IC
2015-03-14 19:54:48,412700000,25.4486,120.5739,-,IC
2015-03-14 19:57:23,7400000,25.471,120.6042,-,IC
2015-03-14 19:57:23,7500000,25.4897,120.5462,-,IC
2015-03-14 19:57:23,7600000,25.4975,120.5452,-,IC
2015-03-14 20:06:19,833300000,25.4911,120.5525,-,IC
2015-03-14 20:06:19,833500000,25.4381,120.5667,-,IC
2015-03-14 20:06:19,833600000,25.492,120.5416,-,IC
2015-03-14 20:08:24,624100000,25.5093,120.5384,-,IC
2015-03-14 20:08:24,624200000,25.5761,120.5116,-,IC
2015-03-14 20:08:24,939800000,25.5094,120.5799,-,IC
2015-03-14 20:09:08,413700000,26.0189,120.4796,-,IC
2015-03-14 20:09:08,413800000,26.0161,120.4823,-,IC
2015-03-14 20:10:12,184400000,25.2423,120.6138,-,IC
2015-03-14 20:29:15,550200000,26.1447,120.5588,-,IC
2015-03-14 22:59:35,200000000,26.2328,120.6017,-,IC
2015-03-15 13:16:01,429500000,25.6368,119.8051,-,IC
2015-03-15 13:16:01,429800000,25.6038,119.8305,-,IC
2015-03-15 15:16:12,946600000,25.1635,120.5774,-,IC
2015-03-15 15:16:12,946700000,25.1781,120.568,-,IC
2015-03-15 15:16:12,946900000,25.8518,119.9095,-,IC
2015-03-15 15:16:12,947200000,25.8597,119.8936,-,IC
2015-03-15 15:16:12,947400000,25.1801,120.4918,-,IC
2015-03-15 15:16:12,947500000,25.1841,120.4698,-,IC
2015-03-15 15:16:12,947800000,25.869,119.928,-,IC
2015-03-15 15:31:00,722400000,25.9352,120.2252,-,IC
2015-03-15 15:31:00,722500000,25.9352,120.2252,-,IC
2015-03-15 15:31:00,783300000,26.0143,120.1251,-,IC
2015-03-15 15:31:00,783500000,25.9023,120.2988,-,IC
2015-03-15 15:31:00,783600000,25.8761,120.3317,-,IC
2015-03-15 15:31:00,965400000,25.9463,120.182,-,IC
2015-03-15 15:31:01,49400000,25.9046,120.2721,-,IC
2015-03-15 15:34:56,572000000,26.0197,119.9544,-,IC
2015-03-15 15:37:40,246900000,25.8608,120.261,-,IC
2015-03-15 15:37:40,248500000,26.089,119.8552,-,IC
2015-03-15 15:40:23,112500000,25.7239,120.4689,-,IC
2015-03-15 15:40:23,112600000,26.0159,120.0217,-,IC
2015-03-15 15:40:23,112700000,26.097,119.9297,-,IC
2015-03-15 15:43:48,291700000,25.7829,120.3634,-,IC
2015-03-15 15:43:48,291956276,24.6304264068604,120.209907531738,-10.878,CG
2015-03-15 15:43:48,400300000,26.0068,119.9832,-,IC
2015-03-15 15:43:48,400500000,25.8424,120.2907,-,IC
2015-03-15 15:48:10,342100000,26.2866,119.8205,-,IC
2015-03-15 15:48:10,470600000,26.0361,120.188,-,IC
2015-03-15 16:17:35,472600000,25.2158,120.6439,-,IC
2015-03-15 16:17:35,472700000,25.2158,120.6439,-,IC
2015-03-15 16:17:35,838300000,25.3485,120.5477,-,IC
2015-03-15 16:17:35,838400000,25.3247,120.5387,-,IC
2015-03-15 16:17:36,230900000,26.1125,120.214,-,IC
2015-03-15 16:18:03,115300000,25.7449,120.2839,-,IC
2015-03-15 16:21:39,529777973,26.4755249023438,119.279312133789,144.837,CG
2015-03-15 16:21:39,530100000,25.8467,120.0986,-,IC
2015-03-15 16:21:39,530200000,25.8467,120.0986,-,IC
2015-03-15 16:21:39,530300000,25.6638,120.4019,-,IC
2015-03-15 16:21:39,530400000,25.6638,120.4019,-,IC
2015-03-15 16:21:39,577800000,25.8445,120.1935,-,IC
2015-03-15 16:26:45,515400000,26.0126,119.9402,-,IC
2015-03-15 16:26:45,515500000,25.8804,120.126,-,IC
2015-03-15 16:27:25,507000000,25.3548,120.6772,-,IC
2015-03-15 16:27:25,507100000,25.3582,120.668,-,IC
2015-03-15 16:27:25,507200000,25.3448,120.6758,-,IC
2015-03-15 16:27:25,507300000,25.3597,120.6834,-,IC
2015-03-15 16:27:25,595300000,26.0263,120.5236,-,IC
2015-03-15 16:27:25,616400000,25.4761,120.5909,-,IC
2015-03-15 16:27:25,774900000,26.0543,120.3953,-,IC
2015-03-15 16:27:25,870300000,25.2767,120.7116,-,IC
2015-03-15 16:27:25,870400000,25.2865,120.6766,-,IC
2015-03-15 16:27:25,870500000,25.2956,120.687,-,IC
2015-03-15 16:27:25,981200000,25.2941,120.6259,-,IC
2015-03-15 16:27:25,981300000,25.2947,120.6237,-,IC
2015-03-15 16:27:25,981400000,25.303,120.6375,-,IC
2015-03-15 16:27:25,981500000,25.2996,120.6437,-,IC
2015-03-15 16:28:53,725100000,25.8351,120.2311,-,IC
2015-03-15 16:32:19,922500000,25.3838,120.7073,-,IC
2015-03-15 16:32:19,922600000,25.4866,120.6456,-,IC
2015-03-15 16:32:19,922700000,25.4344,120.652,-,IC
2015-03-15 16:32:19,922800000,25.4589,120.6548,-,IC
2015-03-15 16:32:19,924800000,25.3308,120.6955,-,IC
2015-03-15 16:32:19,924900000,25.3381,120.6747,-,IC
2015-03-15 16:32:19,925200000,25.3655,120.692,-,IC
2015-03-15 16:32:19,925300000,25.3804,120.6545,-,IC
2015-03-15 16:32:20,135200000,25.5936,120.5785,-,IC
2015-03-15 16:36:41,461700000,25.7925,120.508,-,IC
2015-03-15 16:36:41,461800000,25.7925,120.508,-,IC
2015-03-15 16:38:35,133300000,25.4733,120.6016,-,IC
2015-03-15 16:38:35,133400000,25.4733,120.6016,-,IC
2015-03-15 16:38:35,133600000,25.5002,120.5718,-,IC
2015-03-15 16:38:35,133700000,25.4279,120.6313,-,IC
2015-03-15 16:38:35,133800000,25.492,120.6216,-,IC
2015-03-15 16:38:35,133900000,25.442,120.6581,-,IC
2015-03-15 16:38:35,134000000,25.447,120.6685,-,IC
2015-03-15 16:38:35,134100000,25.4021,120.6735,-,IC
2015-03-15 16:38:35,147800000,25.453,120.6522,-,IC
2015-03-15 16:38:35,166800000,25.3894,120.7828,-,IC
2015-03-15 16:38:35,236100000,25.4817,120.6305,-,IC
2015-03-15 16:40:30,416200000,25.5756,120.6378,-,IC
2015-03-15 16:40:30,416300000,25.5889,120.6413,-,IC
2015-03-15 16:40:30,427400000,25.8113,120.2867,-,IC
2015-03-15 16:40:30,546600000,25.8154,120.5787,-,IC
2015-03-15 16:40:30,643690902,26.3039569854736,119.638778686523,-19.8875,CG
2015-03-15 16:43:41,119000000,25.5112,120.7104,-,IC
2015-03-15 16:43:41,119200000,25.5299,120.6704,-,IC
2015-03-15 16:43:41,119600000,25.6289,120.6021,-,IC
2015-03-15 16:46:08,410300000,25.2124,120.693,-,IC
2015-03-15 16:46:08,410400000,25.2124,120.693,-,IC
2015-03-15 16:49:25,983800000,25.5797,120.6247,-,IC
2015-03-15 16:49:25,983900000,25.5711,120.6136,-,IC
2015-03-15 16:49:25,984000000,25.6123,120.6221,-,IC
2015-03-15 16:49:25,984100000,25.4687,120.6737,-,IC
2015-03-15 16:49:25,984200000,25.5638,120.6236,-,IC
2015-03-15 16:49:25,984300000,25.584,120.6749,-,IC
2015-03-15 16:49:25,984400000,25.5573,120.6528,-,IC
2015-03-15 16:49:25,984500000,25.5461,120.6171,-,IC
2015-03-15 16:49:25,984600000,25.5337,120.6128,-,IC
2015-03-15 16:49:25,984900000,25.5759,120.651,-,IC
2015-03-15 16:49:25,985100000,25.5528,120.6309,-,IC
2015-03-15 16:49:25,985200000,25.5841,120.6486,-,IC
2015-03-15 16:49:26,386800000,25.635,120.6445,-,IC
2015-03-15 16:49:26,386900000,25.7247,120.5945,-,IC
2015-03-15 16:51:10,473800000,25.2388,120.6636,-,IC
2015-03-15 16:51:10,473900000,25.2388,120.6636,-,IC
2015-03-15 16:55:31,484100000,25.1945,120.61,-,IC
2015-03-15 17:09:12,620800000,25.9486,120.7246,-,IC
2015-03-15 17:15:13,882500000,25.9044,120.7155,-,IC
2015-03-15 17:15:13,882600000,25.9991,120.6752,-,IC
2015-03-15 17:15:13,901200000,25.8736,120.6776,-,IC
2015-03-15 17:26:58,815400000,26.2658,120.7871,-,IC
2015-03-15 17:26:58,949400000,26.4522,120.7735,-,IC
2015-03-15 17:26:58,949500000,26.3816,120.8056,-,IC
2015-03-15 17:29:28,83100000,26.1447,120.7873,-,IC
2015-03-15 17:29:28,83200000,26.1566,120.7805,-,IC
2015-03-15 17:29:28,83300000,26.1541,120.7658,-,IC
2015-03-15 17:29:28,83400000,26.1254,120.7874,-,IC
2015-03-15 17:29:28,83500000,26.2986,120.7618,-,IC
2015-03-15 17:29:28,83600000,26.2235,120.801,-,IC
2015-03-15 19:15:27,448600000,25.6142,120.717,-,IC
2015-03-15 19:15:27,448700000,25.6182,120.7149,-,IC
2015-03-15 19:15:27,448800000,25.6237,120.7339,-,IC
2015-03-15 19:15:27,448900000,25.5837,120.7697,-,IC
2015-03-15 19:15:27,468700000,26.2474,120.5918,-,IC
2015-03-15 19:15:27,511900000,25.6311,120.7312,-,IC
2015-03-15 19:15:27,512000000,25.636,120.7238,-,IC
2015-03-15 19:15:27,512100000,25.6054,120.7289,-,IC
2015-03-15 19:34:34,771937717,26.2671394348145,120.763999938965,-16.3355,CG
2015-03-16 03:15:37,623700000,26.2603,121.4342,-,IC
2015-03-16 03:32:39,945900000,26.308,121.4715,-,IC
2015-03-16 07:53:35,878479657,25.3657932281494,120.475372314453,-36.6855,CG
2015-03-16 07:53:35,878600000,25.0819,120.6921,-,IC
2015-03-16 07:53:35,948500000,25.0862,120.7039,-,IC
2015-03-16 07:53:35,948800000,25.0841,121.2655,-,IC
2015-03-16 07:53:36,2600000,25.085,121.2556,-,IC
2015-03-16 08:06:42,835300000,25.1018,120.7425,-,IC
2015-03-16 08:06:42,835600000,25.1123,120.7473,-,IC
2015-03-16 08:06:42,873400000,25.2831,120.7263,-,IC
2015-03-16 08:06:42,873500000,25.2611,120.6986,-,IC
2015-03-16 08:24:21,513608282,25.1579608917236,120.416564941406,-7.8625,CG
2015-03-16 08:24:21,642900000,25.1488,120.5155,-,IC
2015-03-16 08:24:21,643000000,25.1488,120.5155,-,IC
2015-03-16 08:24:21,859300000,25.006,120.7084,-,IC
2015-03-16 08:24:21,861100000,25.059,121.2126,-,IC
2015-03-16 08:45:43,540400000,25.07,120.6947,-,IC
2015-03-16 08:45:43,540500000,25.065,120.7271,-,IC
2015-03-16 08:45:43,542200000,25.1121,120.6989,-,IC
2015-03-16 08:45:43,774200000,25.1034,120.7235,-,IC
2015-03-16 08:45:43,774500000,25.0195,121.1404,-,IC
2015-03-16 08:45:43,786100000,25.0505,121.1795,-,IC
2015-03-16 08:45:43,795600000,25.1071,120.6465,-,IC
2015-03-16 08:45:43,795900000,25.0151,121.1219,-,IC
2015-03-16 08:45:43,806100000,25.0092,120.7592,-,IC
2015-03-16 08:45:43,806800000,25.2356,120.6813,-,IC
2015-03-16 08:49:11,223200000,25.0898,120.552,-,IC
2015-03-16 08:49:11,388600000,25.0372,121.124,-,IC
2015-03-16 08:49:11,421300000,24.9975,120.8049,-,IC
2015-03-16 08:53:04,551300000,25.1378,120.6916,-,IC
2015-03-16 08:53:04,762600000,24.9116,120.7667,-,IC
2015-03-16 08:53:04,811400000,25.1739,120.6652,-,IC
2015-03-16 08:53:04,811900000,25.0478,121.205,-,IC
2015-03-16 09:22:10,246500000,25.4358,119.8063,-,IC
2015-03-16 09:38:55,798500000,25.4916,119.4995,-,IC
2015-03-16 09:38:56,115700000,25.5475,119.6765,-,IC
2015-03-17 01:42:43,774400000,24.9557,121.8982,-,IC
2015-03-17 02:28:11,274400000,24.9973,121.9563,-,IC
2015-03-17 02:28:11,274500000,24.9959,121.9541,-,IC
