ROWNUM,X,Y,FEEDER
23.4016122.1535,23.4016,122.1535,23.4016122.1535
23.4036122.1425,23.4036,122.1425,23.4036122.1425
23.4164122.2204,23.4164,122.2204,23.4164122.2204
23.4251122.2253,23.4251,122.2253,23.4251122.2253
23.4311122.249,23.4311,122.249,23.4311122.249
23.4464122.2517,23.4464,122.2517,23.4464122.2517
23.493122.3054,23.493,122.3054,23.493122.3054
23.4134122.2071,23.4134,122.2071,23.4134122.2071
23.4048122.2071,23.4048,122.2071,23.4048122.2071
23.3555122.144,23.3555,122.144,23.3555122.144
23.3562122.1411,23.3562,122.1411,23.3562122.1411
23.3763122.2194,23.3763,122.2194,23.3763122.2194
23.3822122.2585,23.3822,122.2585,23.3822122.2585
23.3687122.2075,23.3687,122.2075,23.3687122.2075
23.3668122.1904,23.3668,122.1904,23.3668122.1904
23.3739122.2295,23.3739,122.2295,23.3739122.2295
23.3825122.2354,23.3825,122.2354,23.3825122.2354
23.4219122.2136,23.4219,122.2136,23.4219122.2136
23.3661122.2178,23.3661,122.2178,23.3661122.2178
23.4147122.2674,23.4147,122.2674,23.4147122.2674
23.3536122.1543,23.3536,122.1543,23.3536122.1543
23.3991122.1901,23.3991,122.1901,23.3991122.1901
23.4113122.218,23.4113,122.218,23.4113122.218
23.4291122.1933,23.4291,122.1933,23.4291122.1933
23.4242122.2406,23.4242,122.2406,23.4242122.2406
23.4559122.2805,23.4559,122.2805,23.4559122.2805
23.5215122.4555,23.5215,122.4555,23.5215122.4555
23.9055122.6815,23.9055,122.6815,23.9055122.6815
23.8944122.6634,23.8944,122.6634,23.8944122.6634
23.8603122.6489,23.8603,122.6489,23.8603122.6489
23.9015122.7187,23.9015,122.7187,23.9015122.7187
23.4098122.1467,23.4098,122.1467,23.4098122.1467
23.4697122.2644,23.4697,122.2644,23.4697122.2644
23.4133122.157,23.4133,122.157,23.4133122.157
23.4084122.2027,23.4084,122.2027,23.4084122.2027
23.4099122.1816,23.4099,122.1816,23.4099122.1816
23.4312122.2068,23.4312,122.2068,23.4312122.2068
23.4614122.2098,23.4614,122.2098,23.4614122.2098
23.4007122.2438,23.4007,122.2438,23.4007122.2438
23.4983122.3687,23.4983,122.3687,23.4983122.3687
23.5127122.3287,23.5127,122.3287,23.5127122.3287
23.4637122.2879,23.4637,122.2879,23.4637122.2879
23.4487122.2502,23.4487,122.2502,23.4487122.2502
23.4583122.269,23.4583,122.269,23.4583122.269
23.4669122.3181,23.4669,122.3181,23.4669122.3181
23.4649122.3101,23.4649,122.3101,23.4649122.3101
23.5126122.4059,23.5126,122.4059,23.5126122.4059
23.5117122.3038,23.5117,122.3038,23.5117122.3038
23.4164122.1476,23.4164,122.1476,23.4164122.1476
23.4367122650146122.324783325195,23.43671227,122.3247833,23.4367122650146122.324783325195
23.4138122.183,23.4138,122.183,23.4138122.183
23.4066122.1635,23.4066,122.1635,23.4066122.1635
23.4103122.2086,23.4103,122.2086,23.4103122.2086
23.429122.1794,23.429,122.1794,23.429122.1794
23.424122.2083,23.424,122.2083,23.424122.2083
23.4052122.1806,23.4052,122.1806,23.4052122.1806
23.4036122.1572,23.4036,122.1572,23.4036122.1572
23.4242122.1624,23.4242,122.1624,23.4242122.1624
23.419122.1453,23.419,122.1453,23.419122.1453
23.4428122.1299,23.4428,122.1299,23.4428122.1299
23.4551122.1655,23.4551,122.1655,23.4551122.1655
23.4502122.1612,23.4502,122.1612,23.4502122.1612
23.4602122.1431,23.4602,122.1431,23.4602122.1431
23.4114122.1666,23.4114,122.1666,23.4114122.1666
23.411122.1381,23.411,122.1381,23.411122.1381
23.4179122.1286,23.4179,122.1286,23.4179122.1286
23.4351122.1241,23.4351,122.1241,23.4351122.1241
23.4252122.1308,23.4252,122.1308,23.4252122.1308
23.4693122.2669,23.4693,122.2669,23.4693122.2669
23.4366122.227,23.4366,122.227,23.4366122.227
23.4402122.2414,23.4402,122.2414,23.4402122.2414
23.5029122.1676,23.5029,122.1676,23.5029122.1676
23.4737122.174,23.4737,122.174,23.4737122.174
23.4823122.157,23.4823,122.157,23.4823122.157
23.4948122.1481,23.4948,122.1481,23.4948122.1481
23.4412122.2838,23.4412,122.2838,23.4412122.2838
23.4282122.249,23.4282,122.249,23.4282122.249
23.5261898040771122.332542419434,23.5261898,122.3325424,23.5261898040771122.332542419434
23.5488122.2184,23.5488,122.2184,23.5488122.2184
23.5309122.2141,23.5309,122.2141,23.5309122.2141
23.4949122.2104,23.4949,122.2104,23.4949122.2104
23.442122.2151,23.442,122.2151,23.442122.2151
23.4739122.2573,23.4739,122.2573,23.4739122.2573
23.516122.2037,23.516,122.2037,23.516122.2037
23.5172290802002122.344627380371,23.51722908,122.3446274,23.5172290802002122.344627380371
23.583122.2862,23.583,122.2862,23.583122.2862
23.5785122.2712,23.5785,122.2712,23.5785122.2712
23.5789122.272,23.5789,122.272,23.5789122.272
23.4052122.1631,23.4052,122.1631,23.4052122.1631
23.4423122.3165,23.4423,122.3165,23.4423122.3165
23.476261138916122.363655090332,23.47626114,122.3636551,23.476261138916122.363655090332
23.4129122.2354,23.4129,122.2354,23.4129122.2354
23.3884122.2005,23.3884,122.2005,23.3884122.2005
23.4371122.3068,23.4371,122.3068,23.4371122.3068
23.4081122.2252,23.4081,122.2252,23.4081122.2252
23.4914122.432,23.4914,122.432,23.4914122.432
23.4866122.2937,23.4866,122.2937,23.4866122.2937
23.4899122.3654,23.4899,122.3654,23.4899122.3654
23.4733122.3231,23.4733,122.3231,23.4733122.3231
23.4455122.2243,23.4455,122.2243,23.4455122.2243
23.4823122.3013,23.4823,122.3013,23.4823122.3013
23.5227642059326122.342910766602,23.52276421,122.3429108,23.5227642059326122.342910766602
23.5126122.207,23.5126,122.207,23.5126122.207
23.5095122.1945,23.5095,122.1945,23.5095122.1945
23.5224122.2071,23.5224,122.2071,23.5224122.2071
23.504122.1728,23.504,122.1728,23.504122.1728
23.503122.1635,23.503,122.1635,23.503122.1635
23.4519122.2552,23.4519,122.2552,23.4519122.2552
23.4957122.2056,23.4957,122.2056,23.4957122.2056
23.5058122.2048,23.5058,122.2048,23.5058122.2048
23.5026122.1704,23.5026,122.1704,23.5026122.1704
23.5162122.2019,23.5162,122.2019,23.5162122.2019
23.5128122.1705,23.5128,122.1705,23.5128122.1705
23.5711122.5531,23.5711,122.5531,23.5711122.5531
23.5003122.3749,23.5003,122.3749,23.5003122.3749
23.5363903045654122.326515197754,23.5363903,122.3265152,23.5363903045654122.326515197754
23.1277122.1973,23.1277,122.1973,23.1277122.1973
23.0369122.3995,23.0369,122.3995,23.0369122.3995
23.0369122.3995,23.0369,122.3995,23.0369122.3995
23.1169122.2265,23.1169,122.2265,23.1169122.2265
23.1017122.2414,23.1017,122.2414,23.1017122.2414
23.4052122.2487,23.4052,122.2487,23.4052122.2487
23.5246122.2555,23.5246,122.2555,23.5246122.2555
23.5161122.2092,23.5161,122.2092,23.5161122.2092
23.9548122.7028,23.9548,122.7028,23.9548122.7028
23.9548122.7028,23.9548,122.7028,23.9548122.7028
23.4394122.2594,23.4394,122.2594,23.4394122.2594
23.5387122.1994,23.5387,122.1994,23.5387122.1994
23.5353122.2076,23.5353,122.2076,23.5353122.2076
23.5432122.199,23.5432,122.199,23.5432122.199
23.552122.1753,23.552,122.1753,23.552122.1753
23.5415122.2385,23.5415,122.2385,23.5415122.2385
23.5263122.2086,23.5263,122.2086,23.5263122.2086
23.5137122.2262,23.5137,122.2262,23.5137122.2262
23.5477122.2567,23.5477,122.2567,23.5477122.2567
23.5527122.1862,23.5527,122.1862,23.5527122.1862
23.5457122.1954,23.5457,122.1954,23.5457122.1954
23.5221122.217,23.5221,122.217,23.5221122.217
23.5322122.2261,23.5322,122.2261,23.5322122.2261
23.5718122.2609,23.5718,122.2609,23.5718122.2609
23.5701122.2578,23.5701,122.2578,23.5701122.2578
23.4543122.1726,23.4543,122.1726,23.4543122.1726
23.4814122.2741,23.4814,122.2741,23.4814122.2741
23.4726122.2531,23.4726,122.2531,23.4726122.2531
23.4646122.355,23.4646,122.355,23.4646122.355
23.4249122.3184,23.4249,122.3184,23.4249122.3184
23.5062122.3326,23.5062,122.3326,23.5062122.3326
23.4959122.3083,23.4959,122.3083,23.4959122.3083
23.5087122.396,23.5087,122.396,23.5087122.396
23.4574122.321,23.4574,122.321,23.4574122.321
23.4741122.347,23.4741,122.347,23.4741122.347
23.4782122.2736,23.4782,122.2736,23.4782122.2736
23.5438122.29,23.5438,122.29,23.5438122.29
23.1097122.1413,23.1097,122.1413,23.1097122.1413
23.1169122.1949,23.1169,122.1949,23.1169122.1949
23.1246122.1399,23.1246,122.1399,23.1246122.1399
23.1246122.1399,23.1246,122.1399,23.1246122.1399
23.0943122.139,23.0943,122.139,23.0943122.139
23.1799122.235,23.1799,122.235,23.1799122.235
23.1631122.1964,23.1631,122.1964,23.1631122.1964
23.5304279327393122.335815429688,23.53042793,122.3358154,23.5304279327393122.335815429688
23.4948122.1814,23.4948,122.1814,23.4948122.1814
23.479122.2367,23.479,122.2367,23.479122.2367
23.4408122.2332,23.4408,122.2332,23.4408122.2332
23.46122.2686,23.46,122.2686,23.46122.2686
23.4439122.2898,23.4439,122.2898,23.4439122.2898
23.4384122.2893,23.4384,122.2893,23.4384122.2893
23.4237122.2493,23.4237,122.2493,23.4237122.2493
23.429122.261,23.429,122.261,23.429122.261
23.4193122.2197,23.4193,122.2197,23.4193122.2197
23.4464122.2701,23.4464,122.2701,23.4464122.2701
23.5044122.1727,23.5044,122.1727,23.5044122.1727
23.5041122.166,23.5041,122.166,23.5041122.166
23.4524122.2324,23.4524,122.2324,23.4524122.2324
23.4848122.2103,23.4848,122.2103,23.4848122.2103
23.4328122.3061,23.4328,122.3061,23.4328122.3061
23.5532122.2118,23.5532,122.2118,23.5532122.2118
23.5532122.2118,23.5532,122.2118,23.5532122.2118
23.5174122.182,23.5174,122.182,23.5174122.182
23.5148122.3773,23.5148,122.3773,23.5148122.3773
23.5774122.2691,23.5774,122.2691,23.5774122.2691
23.5774122.2691,23.5774,122.2691,23.5774122.2691
23.5711122.2417,23.5711,122.2417,23.5711122.2417
23.5711122.2417,23.5711,122.2417,23.5711122.2417
23.4426122.2303,23.4426,122.2303,23.4426122.2303
23.616122.1943,23.616,122.1943,23.616122.1943
23.6119122.1877,23.6119,122.1877,23.6119122.1877
23.6091122.1704,23.6091,122.1704,23.6091122.1704
23.6219122.1904,23.6219,122.1904,23.6219122.1904
23.6574122.2853,23.6574,122.2853,23.6574122.2853
23.6779122.3095,23.6779,122.3095,23.6779122.3095
23.4422122.2865,23.4422,122.2865,23.4422122.2865
23.483122.3337,23.483,122.3337,23.483122.3337
23.4641122.1618,23.4641,122.1618,23.4641122.1618
23.5538122.2069,23.5538,122.2069,23.5538122.2069
23.6222122.2873,23.6222,122.2873,23.6222122.2873
23.6236122.2897,23.6236,122.2897,23.6236122.2897
23.6106122.2921,23.6106,122.2921,23.6106122.2921
23.5801122.2371,23.5801,122.2371,23.5801122.2371
23.5567122.1726,23.5567,122.1726,23.5567122.1726
23.5546122.2723,23.5546,122.2723,23.5546122.2723
23.545122.2533,23.545,122.2533,23.545122.2533
23.5764122.3251,23.5764,122.3251,23.5764122.3251
23.4407122.2785,23.4407,122.2785,23.4407122.2785
23.4565122.3204,23.4565,122.3204,23.4565122.3204
23.5077838897705122.408134460449,23.50778389,122.4081345,23.5077838897705122.408134460449
23.4608122.2647,23.4608,122.2647,23.4608122.2647
23.47122.2873,23.47,122.2873,23.47122.2873
23.4502122.2954,23.4502,122.2954,23.4502122.2954
23.4495122.2759,23.4495,122.2759,23.4495122.2759
23.441122.2541,23.441,122.2541,23.441122.2541
23.4483122.3005,23.4483,122.3005,23.4483122.3005
23.4455122.2739,23.4455,122.2739,23.4455122.2739
23.4644122.3234,23.4644,122.3234,23.4644122.3234
23.4836122.2916,23.4836,122.2916,23.4836122.2916
23.5309122.2022,23.5309,122.2022,23.5309122.2022
23.4634122.2636,23.4634,122.2636,23.4634122.2636
23.4634122.2636,23.4634,122.2636,23.4634122.2636
23.5138122.2643,23.5138,122.2643,23.5138122.2643
23.4595122.2483,23.4595,122.2483,23.4595122.2483
23.5386122.2511,23.5386,122.2511,23.5386122.2511
23.4577122.2733,23.4577,122.2733,23.4577122.2733
23.4348122.2197,23.4348,122.2197,23.4348122.2197
23.4896122.3046,23.4896,122.3046,23.4896122.3046
23.4562122.2729,23.4562,122.2729,23.4562122.2729
23.4558122.2719,23.4558,122.2719,23.4558122.2719
23.5697122.247,23.5697,122.247,23.5697122.247
23.5697122.247,23.5697,122.247,23.5697122.247
23.5703122.2417,23.5703,122.2417,23.5703122.2417
23.554122.2892,23.554,122.2892,23.554122.2892
23.554122.2892,23.554,122.2892,23.554122.2892
23.7322101593018122.342010498047,23.73221016,122.3420105,23.7322101593018122.342010498047
23.626122.4667,23.626,122.4667,23.626122.4667
23.6102122.3951,23.6102,122.3951,23.6102122.3951
23.7315122.4459,23.7315,122.4459,23.7315122.4459
23.6638122.3388,23.6638,122.3388,23.6638122.3388
23.4624122.2326,23.4624,122.2326,23.4624122.2326
23.4419122.3186,23.4419,122.3186,23.4419122.3186
23.4205122.2594,23.4205,122.2594,23.4205122.2594
23.4066122.2115,23.4066,122.2115,23.4066122.2115
23.4358122.2894,23.4358,122.2894,23.4358122.2894
23.4385122.2969,23.4385,122.2969,23.4385122.2969
23.4434122.31,23.4434,122.31,23.4434122.31
23.4903122.1986,23.4903,122.1986,23.4903122.1986
23.4523122.2484,23.4523,122.2484,23.4523122.2484
23.4437122.311,23.4437,122.311,23.4437122.311
23.4341122.2848,23.4341,122.2848,23.4341122.2848
23.424122.2224,23.424,122.2224,23.424122.2224
23.4184122.2232,23.4184,122.2232,23.4184122.2232
23.4299122.2152,23.4299,122.2152,23.4299122.2152
23.4415122.227,23.4415,122.227,23.4415122.227
23.4342122.2364,23.4342,122.2364,23.4342122.2364
23.4432122.2971,23.4432,122.2971,23.4432122.2971
23.4631122.3508,23.4631,122.3508,23.4631122.3508
23.4726122.2312,23.4726,122.2312,23.4726122.2312
23.4806122.2544,23.4806,122.2544,23.4806122.2544
23.5081122.2534,23.5081,122.2534,23.5081122.2534
23.4938122.3032,23.4938,122.3032,23.4938122.3032
23.482122.231,23.482,122.231,23.482122.231
23.5228122.2473,23.5228,122.2473,23.5228122.2473
23.58122.2766,23.58,122.2766,23.58122.2766
23.5313122.209,23.5313,122.209,23.5313122.209
23.5672912597656122.340476989746,23.56729126,122.340477,23.5672912597656122.340476989746
23.425122.4208,23.425,122.4208,23.425122.4208
23.5247122.3929,23.5247,122.3929,23.5247122.3929
23.4617122.3782,23.4617,122.3782,23.4617122.3782
23.4756122.3367,23.4756,122.3367,23.4756122.3367
23.4697122.3215,23.4697,122.3215,23.4697122.3215
23.6485122.2737,23.6485,122.2737,23.6485122.2737
23.6655122.2834,23.6655,122.2834,23.6655122.2834
23.6321122.2467,23.6321,122.2467,23.6321122.2467
23.6321122.2467,23.6321,122.2467,23.6321122.2467
23.6528122.2446,23.6528,122.2446,23.6528122.2446
23.6528122.2446,23.6528,122.2446,23.6528122.2446
23.4968122.1883,23.4968,122.1883,23.4968122.1883
23.4819122.1751,23.4819,122.1751,23.4819122.1751
23.49122.1815,23.49,122.1815,23.49122.1815
23.4896122.2156,23.4896,122.2156,23.4896122.2156
23.4524122.2494,23.4524,122.2494,23.4524122.2494
23.4876122.1807,23.4876,122.1807,23.4876122.1807
23.4714122.163,23.4714,122.163,23.4714122.163
23.4944122.1901,23.4944,122.1901,23.4944122.1901
23.459122.2551,23.459,122.2551,23.459122.2551
23.4856122.1567,23.4856,122.1567,23.4856122.1567
23.4562122.2373,23.4562,122.2373,23.4562122.2373
23.4739122.2964,23.4739,122.2964,23.4739122.2964
23.523122.1987,23.523,122.1987,23.523122.1987
23.482122.161,23.482,122.161,23.482122.161
23.5124122.2708,23.5124,122.2708,23.5124122.2708
23.4617122.2897,23.4617,122.2897,23.4617122.2897
23.4698122.2608,23.4698,122.2608,23.4698122.2608
23.4661122.3137,23.4661,122.3137,23.4661122.3137
23.4432122.2547,23.4432,122.2547,23.4432122.2547
23.4715122.2427,23.4715,122.2427,23.4715122.2427
23.4464122.34,23.4464,122.34,23.4464122.34
23.5405122.1879,23.5405,122.1879,23.5405122.1879
23.545122.2085,23.545,122.2085,23.545122.2085
23.55122.2306,23.55,122.2306,23.55122.2306
23.5516122.223,23.5516,122.223,23.5516122.223
23.5538122.2919,23.5538,122.2919,23.5538122.2919
23.4789122.4053,23.4789,122.4053,23.4789122.4053
23.4688122.3906,23.4688,122.3906,23.4688122.3906
23.9493122.698,23.9493,122.698,23.9493122.698
23.4395122.3846,23.4395,122.3846,23.4395122.3846
23.441122.3892,23.441,122.3892,23.441122.3892
23.432122.2591,23.432,122.2591,23.432122.2591
23.497122.3922,23.497,122.3922,23.497122.3922
23.4611122.2998,23.4611,122.2998,23.4611122.2998
23.4771122.3209,23.4771,122.3209,23.4771122.3209
23.4696712493896122.395622253418,23.46967125,122.3956223,23.4696712493896122.395622253418
23.463122.2811,23.463,122.2811,23.463122.2811
23.4591122.2634,23.4591,122.2634,23.4591122.2634
23.4261122.2488,23.4261,122.2488,23.4261122.2488
23.4568122.2833,23.4568,122.2833,23.4568122.2833
23.3570575714111121.796974182129,23.35705757,121.7969742,23.3570575714111121.796974182129
23.4412122.2232,23.4412,122.2232,23.4412122.2232
23.499122.2529,23.499,122.2529,23.499122.2529
23.487122.2263,23.487,122.2263,23.487122.2263
23.474122.2543,23.474,122.2543,23.474122.2543
23.4847122.2771,23.4847,122.2771,23.4847122.2771
23.4808122.2679,23.4808,122.2679,23.4808122.2679
23.4774122.2625,23.4774,122.2625,23.4774122.2625
23.4825122.3141,23.4825,122.3141,23.4825122.3141
23.522122.3235,23.522,122.3235,23.522122.3235
23.5047122.2844,23.5047,122.2844,23.5047122.2844
23.4752122.2253,23.4752,122.2253,23.4752122.2253
23.4727122.1879,23.4727,122.1879,23.4727122.1879
23.4618122.2202,23.4618,122.2202,23.4618122.2202
23.4982122.2274,23.4982,122.2274,23.4982122.2274
23.7206122.2867,23.7206,122.2867,23.7206122.2867
23.6838122.2337,23.6838,122.2337,23.6838122.2337
23.7019122.2564,23.7019,122.2564,23.7019122.2564
23.7271122.2914,23.7271,122.2914,23.7271122.2914
23.7091122.2833,23.7091,122.2833,23.7091122.2833
23.6676122.2751,23.6676,122.2751,23.6676122.2751
23.6944122.3048,23.6944,122.3048,23.6944122.3048
23.0398122.1831,23.0398,122.1831,23.0398122.1831
23.0327122.266,23.0327,122.266,23.0327122.266
23.042122.257,23.042,122.257,23.042122.257
23.047122.2741,23.047,122.2741,23.047122.2741
23.0574122.2822,23.0574,122.2822,23.0574122.2822
23.0823122.2994,23.0823,122.2994,23.0823122.2994
23.0407122.3652,23.0407,122.3652,23.0407122.3652
23.0955122.3196,23.0955,122.3196,23.0955122.3196
23.5148122.2037,23.5148,122.2037,23.5148122.2037
23.4725723266602122.408081054688,23.47257233,122.4080811,23.4725723266602122.408081054688
23.4337122.2213,23.4337,122.2213,23.4337122.2213
23.4259122.2674,23.4259,122.2674,23.4259122.2674
22.8597354888916121.485595703125,22.85973549,121.4855957,22.8597354888916121.485595703125
23.5063122.2269,23.5063,122.2269,23.5063122.2269
23.4559122.3187,23.4559,122.3187,23.4559122.3187
23.4593122.3279,23.4593,122.3279,23.4593122.3279
23.4584122.2442,23.4584,122.2442,23.4584122.2442
23.7522122.3925,23.7522,122.3925,23.7522122.3925
23.7581122.44,23.7581,122.44,23.7581122.44
23.6967122.2934,23.6967,122.2934,23.6967122.2934
23.923122.6961,23.923,122.6961,23.923122.6961
23.923122.6961,23.923,122.6961,23.923122.6961
23.4589122.3794,23.4589,122.3794,23.4589122.3794
23.6805122.2177,23.6805,122.2177,23.6805122.2177
23.6752122.21,23.6752,122.21,23.6752122.21
23.6784122.1961,23.6784,122.1961,23.6784122.1961
23.6938122.218,23.6938,122.218,23.6938122.218
23.803122.3738,23.803,122.3738,23.803122.3738
23.5321006774902122.414054870605,23.53210068,122.4140549,23.5321006774902122.414054870605
23.5584122.2489,23.5584,122.2489,23.5584122.2489
23.5294122.2023,23.5294,122.2023,23.5294122.2023
23.5232122.2117,23.5232,122.2117,23.5232122.2117
23.5078122.2658,23.5078,122.2658,23.5078122.2658
23.4776122.2687,23.4776,122.2687,23.4776122.2687
23.5452122.229,23.5452,122.229,23.5452122.229
23.5452122.229,23.5452,122.229,23.5452122.229
23.5293122.2069,23.5293,122.2069,23.5293122.2069
23.545122.2374,23.545,122.2374,23.545122.2374
23.545122.2374,23.545,122.2374,23.545122.2374
23.5362122.2962,23.5362,122.2962,23.5362122.2962
23.5254122.2732,23.5254,122.2732,23.5254122.2732
23.5343122.2898,23.5343,122.2898,23.5343122.2898
23.5301303863525122.43733215332,23.53013039,122.4373322,23.5301303863525122.43733215332
23.6127122.312,23.6127,122.312,23.6127122.312
23.7121122.305,23.7121,122.305,23.7121122.305
23.7082122.2841,23.7082,122.2841,23.7082122.2841
23.4962122.2151,23.4962,122.2151,23.4962122.2151
23.4943122.211,23.4943,122.211,23.4943122.211
23.5135122.2619,23.5135,122.2619,23.5135122.2619
23.5266122.2901,23.5266,122.2901,23.5266122.2901
23.5568122.344,23.5568,122.344,23.5568122.344
23.4818122.3366,23.4818,122.3366,23.4818122.3366
23.4778122.3264,23.4778,122.3264,23.4778122.3264
23.5091122.3053,23.5091,122.3053,23.5091122.3053
23.7523122.3224,23.7523,122.3224,23.7523122.3224
23.6926122.2871,23.6926,122.2871,23.6926122.2871
23.6655122.248,23.6655,122.248,23.6655122.248
23.6655122.248,23.6655,122.248,23.6655122.248
23.6950244903564122.383209228516,23.69502449,122.3832092,23.6950244903564122.383209228516
23.6663122.2457,23.6663,122.2457,23.6663122.2457
23.6591122.2347,23.6591,122.2347,23.6591122.2347
23.6493122.2273,23.6493,122.2273,23.6493122.2273
23.6604122.2248,23.6604,122.2248,23.6604122.2248
23.7667122.319,23.7667,122.319,23.7667122.319
23.4552122.3301,23.4552,122.3301,23.4552122.3301
23.4777122.3337,23.4777,122.3337,23.4777122.3337
