經度緯度,電流強度(kA)0
22.9257122.7011,-0
22.962122.7123,-0
22.9639122.6941,-0
22.939122.6724,-0
22.9245122.6737,-0
22.9039122.6533,-0
22.9285122.6871,-0
22.9246122.7165,-0
22.878122.6919,-0
22.8998122.717,-0
22.8498122.6188,-0
22.846122.6375,-0
24.3350467681885120.468742370605,-5.01350
24.2561120.543,-0
24.3265120.4756,-0
24.3263120.4595,-0
24.3148120.4721,-0
24.2964120.4775,-0
24.2994120.5268,-0
24.2874120.5451,-0
24.2758120.5592,-0
24.2578120.5587,-0
24.2441120.5582,-0
24.2204120.5728,-0
22.9427122.6053,-0
22.9214122.6949,-0
24.0842120.3399,-0
24.1347120.3385,-0
24.0966120.3101,-0
22.8295122.7135,-0
22.8319122.7019,-0
22.856122.6777,-0
22.8523122.6973,-0
22.966122.7057,-0
23.3126122.7189,-0
22.9303122.6769,-0
22.9024122.7067,-0
22.9252122.6963,-0
22.9129122.6364,-0
22.8845122.652,-0
22.8594122.6662,-0
22.857122.7036,-0
22.862122.6958,-0
22.9011122.688,-0
22.8977122.6511,-0
22.8356122.7172,-0
24.0701120.3583,-0
24.089120.3081,-0
24.088120.3257,-0
22.9094122.7163,-0
22.9033122.7128,-0
22.8745122.6985,-0
22.8414122.6572,-0
24.0739120.3467,-0
24.0668120.3626,-0
22.863122.6803,-0
22.9242122.6537,-0
22.9241122.6362,-0
22.9102122.6605,-0
22.8954122.6792,-0
22.9113122.6707,-0
22.9066122.6965,-0
22.9094122.6778,-0
22.8879122.6713,-0
23.0068122.6763,-0
23.0032122.6402,-0
22.9948122.6643,-0
24.0901120.319,-0
24.0582120.37,-0
22.8457122.6883,-0
22.8424122.6707,-0
22.8807122.6414,-0
22.9009122.7159,-0
22.9314122.6956,-0
22.9218122.717,-0
22.9099122.7151,-0
22.9277122.6833,-0
22.8941122.5556,-0
24.0682120.3705,-0
24.0647120.3569,-0
24.2267513275146120.198554992676,-3.4040
24.0909120.326,-0
22.9859122.7175,-0
22.8618122.7046,-0
22.8725122.6454,-0
22.8866122.6675,-0
22.8453122.7024,-0
22.8481122.6883,-0
22.8587122.6513,-0
22.8873122.6451,-0
22.9568122.7136,-0
24.0579120.3683,-0
24.0914745330811120.374267578125,7.52950
24.1106120.4169,-0
24.1023120.3822,-0
24.0875120.3704,-0
24.0495120.4618,-0
24.0444120.473,-0
24.2248344421387120.320533752441,-4.2550
24.0659120.3887,-0
24.0679120.4137,-0
24.0731120.402,-0
24.0631120.3998,-0
24.1827120.5365,-0
24.1639120.5092,-0
24.0812120.4356,-0
24.1649341583252120.430511474609,-4.9580
24.194120.6268,-0
24.2553120.6139,-0
24.2779120.6209,-0
24.2999120.6305,-0
24.2899120.6347,-0
24.2965120.6512,-0
24.2751120.6314,-0
24.304120.667,-0
24.2741120.6518,-0
24.3055120.6731,-0
24.2893120.678,-0
24.2893120.6912,-0
24.2818120.6997,-0
24.3305120.6821,-0
24.316120.6684,-0
24.294120.694,-0
24.2818120.704,-0
24.3133120.6913,-0
24.3434120.6696,-0
24.3359120.6767,-0
22.9018122.7182,-0
22.9366122.7103,-0
24.077120.3757,-0
24.0697120.3882,-0
24.0565120.3922,-0
22.9331122.7076,-0
22.9242122.7105,-0
24.0616120.4023,-0
24.0697120.3954,-0
22.8904122.6671,-0
22.9797122.7009,-0
22.8124122.6609,-0
22.8486122.7162,-0
22.8473122.701,-0
24.1346120.5392,-0
24.2146120.6551,-0
24.2896120.6624,-0
24.2912120.6828,-0
24.3046120.6831,-0
24.2274120.6327,-0
24.3166120.6807,-0
24.3138120.6999,-0
24.3014120.7042,-0
24.3219120.7066,-0
24.3002120.6988,-0
24.2482120.7395,-0
24.1205120.5106,-0
24.0556120.5172,-0
22.9308122.7106,-0
22.8419122.6829,-0
22.834122.7089,-0
22.9055122.637,-0
22.9289122.6853,-0
22.9182122.7145,-0
22.8641122.692,-0
22.9308122.6659,-0
22.9332122.648,-0
22.9194122.6817,-0
24.1278120.4773,-0
24.1292120.5231,-0
24.1267120.4895,-0
24.1307120.5029,-0
24.145120.5065,-0
24.1586120.4945,-0
24.1522120.4795,-0
24.1674120.4886,-0
22.8497122.6857,-0
23.0229122.7066,-0
22.9993122.7108,-0
23.004122.6625,-0
22.9958122.6848,-0
23.0033122.7021,-0
22.9915122.7012,-0
22.8841122.6541,-0
22.8814122.6701,-0
22.8321122.7055,-0
22.8593122.6965,-0
22.8823122.6986,-0
22.8635122.706,-0
24.1222120.5303,-0
24.1481120.505,-0
24.1543120.5315,-0
24.1588120.516,-0
22.89122.6871,-0
22.8868122.7063,-0
22.8679122.6884,-0
22.849122.7096,-0
22.875122.6845,-0
22.896122.6622,-0
22.8971122.6782,-0
22.8876122.7017,-0
22.9162122.6517,-0
22.9139122.6673,-0
24.0219120.4733,-0
24.0136120.4803,-0
23.9965120.491,-0
24.0069120.4738,-0
24.0122120.4574,-0
24.0211120.4414,-0
22.8874122.6796,-0
22.8996122.6964,-0
22.9003122.6417,-0
22.8711122.6895,-0
22.9625122.5867,-0
22.9202122.6746,-0
22.9025122.6692,-0
22.878122.6788,-0
22.9014122.6999,-0
22.9345122.6964,-0
22.8667122.7174,-0
22.9195122.711,-0
22.9222122.675,-0
22.8404122.7032,-0
22.8619122.704,-0
22.8923122.6847,-0
22.8815122.6918,-0
22.9119122.7137,-0
23.9575120.3983,-0
24.0073120.5068,-0
24.0021120.5204,-0
23.9918120.4704,-0
23.9847120.4812,-0
24.0034120.4968,-0
24.0247120.4448,-0
24.018120.5278,-0
24.0389120.5332,-0
24.0443120.5421,-0
24.0437120.5659,-0
24.0526120.5505,-0
24.0221176147461120.473281860352,-18.40750
24.0297120.5416,-0
24.0184120.5385,-0
24.0221120.5541,-0
24.0368120.5503,-0
24.0409120.5513,-0
24.0329120.5585,-0
22.9275122.7182,-0
22.9264122.7002,-0
22.8458122.706,-0
22.922122.7183,-0
22.8984122.7048,-0
24.3954120.5587,-0
24.4091120.5657,-0
24.3901120.5772,-0
22.8694122.7054,-0
22.8772122.6615,-0
22.9555122.6961,-0
22.9634122.6258,-0
24.4069120.5836,-0
24.3631120.6011,-0
24.3235120.6266,-0
24.3434120.6299,-0
24.348120.6479,-0
24.36120.6552,-0
24.3419120.6601,-0
24.326120.687,-0
24.3344120.6793,-0
24.3151120.6993,-0
24.3198120.679,-0
24.3149120.7065,-0
24.3047120.7162,-0
24.2771120.716,-0
24.3086120.7363,-0
24.3079120.7442,-0
24.2327120.7691,-0
24.211120.7826,-0
24.2354120.795,-0
24.2495120.802,-0
24.2459120.795,-0
24.2089120.8063,-0
24.1939120.8078,-0
24.2214120.8074,-0
24.2687120.7532,-0
24.2412120.7668,-0
24.3589120.62,-0
24.3728120.5885,-0
24.3509120.603,-0
24.3934120.6155,-0
24.4445120.6561,-0
24.4755120.6562,-0
24.3674120.595,-0
24.3766120.599,-0
24.4035120.6339,-0
22.8969122.6944,-0
24.3625120.5992,-0
24.3546120.6281,-0
24.3508120.6413,-0
24.3356120.6513,-0
22.8186122.7062,-0
22.8322122.7077,-0
22.8519122.6916,-0
22.8989122.7112,-0
22.8359122.6962,-0
22.8422122.6653,-0
22.9221122.5821,-0
24.3489265441895120.499565124512,-37.5550
24.3418120.5859,-0
24.3273120.5705,-0
24.3179120.5533,-0
24.3494120.6574,-0
24.3371143341064120.809364318848,-4.97650
24.3328120.6702,-0
24.3516120.6696,-0
24.3731120.5923,-0
24.378120.6014,-0
24.3578120.6141,-0
24.396520614624120.59992980957,6.60450
24.3621120.6654,-0
24.3478120.6641,-0
24.3418120.6798,-0
24.3321120.7039,-0
24.3344120.6735,-0
24.3122120.6813,-0
24.2968120.7056,-0
24.274120.7057,-0
23.8958263397217120.285911560059,-3.7740
24.3325120.6141,-0
24.3364120.6137,-0
24.3052120.6193,-0
24.4039120.6315,-0
24.3034120.5975,-0
24.3429120.6539,-0
24.3732120.637,-0
24.3652120.6232,-0
24.3582120.653,-0
24.3569120.6239,-0
24.364120.638,-0
24.3763120.6224,-0
22.9056122.7118,-0
22.928122.6471,-0
24.2694120.6199,-0
24.2843120.6433,-0
24.2792120.66,-0
24.3478120.6539,-0
24.388120.6206,-0
24.3253120.613,-0
24.3037120.5879,-0
24.3474120.6533,-0
22.8861122.7177,-0
24.3307120.6212,-0
24.3469120.6392,-0
24.3394120.6273,-0
24.3261120.6636,-0
24.3386120.6691,-0
24.3876120.6546,-0
24.4004120.6681,-0
24.3223120.6774,-0
24.384120.6003,-0
24.3356120.6451,-0
24.3466120.6515,-0
24.318120.6175,-0
24.3006120.6232,-0
24.2842120.6486,-0
22.8882122.7121,-0
24.294120.5968,-0
24.3351120.6366,-0
24.3789329528809120.636360168457,17.4270
24.3162120.6507,-0
24.3213120.64,-0
24.3346120.6528,-0
24.3417120.6581,-0
24.3433120.6308,-0
24.3488120.6566,-0
24.3231120.6967,-0
24.3922120.681,-0
24.3361120.7074,-0
24.3453120.7077,-0
24.3791120.6756,-0
24.3529120.6628,-0
24.3757120.7038,-0
24.3639120.6818,-0
24.3583120.6877,-0
24.3457120.6815,-0
24.3374120.6847,-0
24.3216120.5601,-0
24.2995120.591,-0
24.2814120.5805,-0
24.3212120.5584,-0
24.2703120.5476,-0
24.3951263427734120.585639953613,-40.7740
24.3191120.659,-0
24.3118120.6713,-0
24.3081120.7345,-0
24.3226120.7199,-0
24.3314120.7028,-0
24.332120.6934,-0
24.3776120.6981,-0
24.352120.7018,-0
24.3443120.6565,-0
24.3694248199463120.576515197754,-7.2890
23.8081120.577,-0
23.817120.5907,-0
23.8343120.5751,-0
24.2899120.5856,-0
24.3124120.5795,-0
24.3073120.5839,-0
24.2962120.5812,-0
24.3196120.6689,-0
24.3444120.6864,-0
24.3366120.6637,-0
24.3228120.6686,-0
24.333120.6951,-0
24.3326120.684,-0
24.3162120.6517,-0
24.1959120.8166,-0
24.1648120.8103,-0
24.1505120.8104,-0
24.1957120.8041,-0
24.171120.8044,-0
24.1698120.8175,-0
24.1842120.8165,-0
23.8511505126953120.363807678223,2.1090
23.8187120.4483,-0
23.8295120.448,-0
23.842120.4677,-0
23.8118120.4415,-0
23.8158359527588120.409339904785,4.8470
23.8195120.5556,-0
23.9039306640625120.284492492676,2.75650
22.9349122.7129,-0
22.9406122.6683,-0
23.704120.4986,-0
23.7335120.5442,-0
23.7334117889404120.481452941895,1.7390
23.7392120.5251,-0
23.736120.514,-0
23.7575120.5234,-0
23.7922649383545120.42862701416,-2.05350
22.9095122.6973,-0
22.9047122.6862,-0
22.8954122.7115,-0
22.9175122.6896,-0
23.8184432983398120.447708129883,-2.05350
23.8155120.5207,-0
23.809120.4884,-0
22.9174122.7093,-0
23.7362785339355120.46524810791,-7.82550
23.7995120.6124,-0
24.9375122.1899,-0
23.7537670135498120.312637329102,2.5530
22.9188122.6596,-0
23.6809120.5407,-0
23.6886120.5574,-0
23.6814120.5966,-0
23.6651120.5772,-0
23.7156120.5873,-0
22.9079122.6956,-0
22.9008122.7038,-0
22.9054122.6742,-0
23.7913120.6121,-0
23.8152120.634,-0
22.8809122.6784,-0
23.8141120.6203,-0
23.7835120.5721,-0
23.786120.5831,-0
23.8015120.6194,-0
23.7587120.6411,-0
23.8261120.6143,-0
23.807120.5999,-0
23.7602120.6197,-0
23.741120.5843,-0
23.7872120.5712,-0
23.8011120.5918,-0
22.9231122.7154,-0
23.8071120.6496,-0
23.8103120.6738,-0
23.8086120.5981,-0
23.7903120.6416,-0
23.7801120.661,-0
23.7655120.6659,-0
23.7803120.6749,-0
22.9723120.1535,-0
22.9502120.1644,-0
23.7986120.6655,-0
23.8024120.6653,-0
22.9876120.1566,-0
23.5116500854492120.432151794434,3.2190
22.5567121.4764,-0
22.9244121.4995,-0
22.9478121.4839,-0
22.9274121.4967,-0
22.8436121.5668,-0
22.9001121.5262,-0
22.8912121.5272,-0
22.5514278411865121.74592590332,-32.76350
22.8469121.5409,-0
22.8793121.5354,-0
22.9041121.5211,-0
22.838121.5653,-0
22.9113121.503,-0
22.8929121.5138,-0
22.8164121.5817,-0
22.8605121.544,-0
22.8781121.5349,-0
22.8573121.5556,-0
22.9033121.5455,-0
22.9299121.5277,-0
22.8658121.58,-0
22.8848121.5577,-0
22.8748121.5674,-0
22.8983121.5451,-0
22.8452121.5825,-0
22.8889121.5495,-0
22.8651121.579,-0
22.7892360687256121.715278625488,-13.74550
22.4207363128662121.892608642578,-37.61050
21.9451120.6948,-0
21.9406120.675,-0
21.9636120.6768,-0
21.9505120.6774,-0
21.8493270874023120.649742126465,-87.8010
21.92120.6732,-0
23.1974121.5751,-0
23.2014121.6033,-0
23.2317121.6195,-0
23.2121.608,-0
23.2335121.6578,-0
23.2159121.6056,-0
23.2001121.6243,-0
23.2398529052734121.79948425293,-24.10550
23.2071121.6642,-0
23.2007121.5976,-0
23.192121.5826,-0
23.2064121.6337,-0
23.2175121.5839,-0
23.2315121.588,-0
23.2118121.5827,-0
23.2227121.6233,-0
23.2292121.6453,-0
23.2089121.6651,-0
23.1974121.6475,-0
23.187121.6129,-0
23.2272121.6764,-0
23.2425121.6888,-0
23.2509121.6716,-0
23.2335121.68,-0
23.2252121.6931,-0
23.2078121.6432,-0
23.2234121.6944,-0
23.2156121.6626,-0
23.2081121.6721,-0
23.2029121.7732,-0
23.1994121.7598,-0
23.1978121.733,-0
23.2217121.6977,-0
23.2186121.7101,-0
23.1948121.6778,-0
23.2086121.685,-0
23.2146121.6728,-0
23.2239121.6828,-0
23.2087121.6922,-0
23.2026121.6608,-0
23.2732121.6492,-0
23.2543121.6373,-0
23.2023121.7019,-0
23.1271121.8744,-0
23.0928121.7712,-0
23.0947121.7864,-0
23.0893121.7874,-0
23.0624121.8019,-0
23.0721121.7875,-0
23.0901121.7463,-0
23.1282825469971121.918670654297,-11.00750
22.5011121.8692,-0
22.4564122.2334,-0
22.9193121.8101,-0
22.9493121.7875,-0
22.6961803436279122.125556945801,-85.74750
22.9465121.8098,-0
22.9638121.8269,-0
22.9542121.8165,-0
22.9131121.8404,-0
22.9277121.8202,-0
22.9564121.8043,-0
22.9454121.8239,-0
22.9352121.8297,-0
22.9385121.8053,-0
22.934121.816,-0
22.7127742767334122.135269165039,9.5460
22.9368121.8293,-0
22.9283121.8622,-0
22.9305121.8439,-0
22.9331121.8437,-0
22.9123121.878,-0
22.9199121.8697,-0
22.6409122.2928,-0
22.6714122.2654,-0
22.7469121.7385,-0
22.7666121.7167,-0
22.7485121.7254,-0
22.7335121.7427,-0
22.7559121.7261,-0
22.8192121.6598,-0
22.737121.7547,-0
22.7185122.4621,-0
22.7185122.4621,-0
22.7391122.4684,-0
22.649122.3282,-0
22.6761122.2713,-0
22.693122.259,-0
22.6899122.2749,-0
22.7172122.6829,-0
22.7259122.7025,-0
22.7098122.4765,-0
22.7263122.5698,-0
22.7397122.5689,-0
22.7064122.6389,-0
22.7268122.5742,-0
22.7517122.5478,-0
22.7311122.5973,-0
22.7009122.6563,-0
22.7398122.5812,-0
22.7404122.6312,-0
22.7188122.5935,-0
22.726122.5706,-0
22.7582122.5188,-0
22.7606122.4986,-0
22.7706122.5683,-0
22.7454122.5878,-0
22.5918121.3064,-0
22.6496121.4746,-0
22.1362247467041121.261413574219,-81.23350
22.2506121.6712,-0
22.283121.6496,-0
22.2349121.6663,-0
22.2161121.6725,-0
22.1774578094482121.265022277832,-86.41350
22.2705121.6416,-0
22.2519121.6678,-0
22.2637121.6814,-0
22.2559121.6563,-0
22.3343121.5982,-0
22.3283121.6375,-0
22.3363121.6572,-0
22.2143121.711,-0
22.2287121.7056,-0
22.2249121.6624,-0
22.2341121.6362,-0
22.1504459381104121.29655456543,-107.5780
22.2145121.6516,-0
22.2651121.6388,-0
22.2989121.6411,-0
22.3004121.6609,-0
21.9926013946533121.23664855957,-80.5120
22.0394121.738,-0
22.1291121.7137,-0
22.2049120.7824,-0
22.0774121.7479,-0
22.065121.7724,-0
22.0383121.7978,-0
22.0347121.7853,-0
22.2313121.6791,-0
22.2666121.67,-0
22.2151121.6814,-0
23.7523121.4391,-0
22.010160446167121.210220336914,-43.2530
22.0483121.7091,-0
22.0467121.7307,-0
22.9324121.4531,-0
22.2159120.8414,-0
22.2276058197021121.284446716309,10.8780
22.1704121.676,-0
22.1674121.71,-0
22.1812121.7016,-0
22.1598121.7008,-0
22.2156120.8106,-0
22.1027121.7622,-0
22.2226120.8025,-0
22.1145121.7558,-0
22.151121.704,-0
22.156121.7203,-0
22.017183303833121.360778808594,-97.25450
22.0235121.7173,-0
22.1777120.9203,-0
22.0435121.695,-0
22.1751120.9482,-0
22.0394121.7074,-0
22.1788120.9274,-0
22.0144121.7246,-0
22.1845120.9095,-0
22.1364121.6843,-0
22.2061120.8946,-0
22.2257121.667,-0
22.2393121.6592,-0
22.7363121.5555,-0
21.9942121.8407,-0
21.9919121.8227,-0
21.9937121.8556,-0
21.9982121.839,-0
22.1531121.6604,-0
22.0431121.7193,-0
22.0631121.7049,-0
22.063121.7193,-0
22.1861120.9118,-0
22.0488121.7463,-0
22.1462120.9461,-0
22.0519121.7566,-0
22.0502121.7682,-0
22.1969120.8646,-0
22.1944120.8825,-0
22.1255121.6808,-0
22.1084121.7488,-0
22.2044120.8348,-0
22.1232121.7294,-0
22.2104120.8111,-0
22.1274121.697,-0
22.0285121.7378,-0
22.0516121.7538,-0
22.1851120.9186,-0
22.099121.7138,-0
22.1907120.8889,-0
22.0541121.7919,-0
22.0385121.7637,-0
22.0415121.779,-0
22.1643120.9797,-0
22.0594121.7441,-0
22.0452121.7438,-0
22.0509121.7768,-0
22.1239120.9883,-0
21.8521121.8003,-0
21.8608121.8084,-0
21.888121.7614,-0
21.8835121.7796,-0
22.0455121.7673,-0
22.0502121.7588,-0
22.1565121.6857,-0
22.1308288574219121.365264892578,-96.40350
22.1547121.697,-0
22.1843120.9094,-0
22.0382121.7577,-0
22.1996120.8285,-0
22.1949120.8482,-0
22.027121.7403,-0
21.8767121.8087,-0
22.1218395233154121.288284301758,9.3240
22.0941121.6906,-0
22.1997120.8864,-0
22.0114612579346121.576263427734,-126.8730
22.0362121.8003,-0
22.0326121.8213,-0
22.1662121.1224,-0
22.0461121.742,-0
22.0299121.7585,-0
22.0133121.763,-0
22.0429121.8072,-0
22.0531121.8086,-0
22.06121.7785,-0
22.0505121.7959,-0
22.0523121.7614,-0
22.0098121.7916,-0
21.9871121.7887,-0
22.0776121.7177,-0
22.0628121.7717,-0
22.0615121.7505,-0
22.0929121.7704,-0
22.1911120.9319,-0
22.0691121.7227,-0
22.0617121.7357,-0
22.0654121.7537,-0
22.1712121.0626,-0
22.0193121.7593,-0
22.0071029663086121.409111022949,-67.710
22.0171121.7767,-0
22.0455121.75,-0
22.0332121.7449,-0
21.9966121.7867,-0
22.0187121.793,-0
21.9834121.8019,-0
22.0098121.8024,-0
22.0368121.7808,-0
22.1428121.0386,-0
22.0286121.7761,-0
22.0397121.7775,-0
22.0445121.7688,-0
21.9734121.7915,-0
21.9107121.8265,-0
21.9515121.8112,-0
22.0294121.7667,-0
21.716121.8675,-0
22.0975120.973,-0
21.977121.8509,-0
21.9789121.8031,-0
22.0546121.7287,-0
22.0076121.7458,-0
21.9993121.764,-0
21.9557121.7778,-0
21.8676528930664121.370292663574,-103.5450
21.7413121.8367,-0
22.1237120.9238,-0
22.1179120.9216,-0
22.0991121.6961,-0
22.0676121.7397,-0
22.0598121.7202,-0
22.0454121.7356,-0
22.1877120.8532,-0
21.8223121.8534,-0
22.1398120.8749,-0
21.8380317687988121.416122436523,-157.3050
22.1058120.9788,-0
21.7641121.8665,-0
21.7302121.8736,-0
22.1089120.9799,-0
21.7278121.8866,-0
21.7247121.9073,-0
21.6649121.906,-0
21.6937121.8955,-0
21.7225121.8832,-0
21.6649121.881,-0
21.7051121.8705,-0
21.687121.8777,-0
22.1156120.9331,-0
21.8185121.8395,-0
21.8059121.8523,-0
22.0999121.0209,-0
22.0801120.9802,-0
21.7383121.8695,-0
21.6763121.9049,-0
22.0984120.9962,-0
21.7900733947754121.432952880859,-32.94850
21.7774121.8577,-0
21.7754121.8348,-0
22.0882121.0203,-0
21.7451121.8528,-0
21.6867121.875,-0
22.1152120.8759,-0
22.1242120.8617,-0
21.6854121.8989,-0
21.6675872802734121.480682373047,-112.6470
22.0488121.0187,-0
22.1574120.8723,-0
22.9967121.4194,-0
21.9331121.8252,-0
22.1183120.9661,-0
21.8211121.7958,-0
21.9311370849609121.460014343262,15.18850
21.861121.7563,-0
21.7904121.8461,-0
21.8218121.8889,-0
21.8276121.8519,-0
21.8259121.8378,-0
21.7563121.8614,-0
21.7789121.8567,-0
22.0489120.9911,-0
21.7844121.8991,-0
21.7511121.8788,-0
21.7845121.8396,-0
21.8398121.8285,-0
21.8279121.8327,-0
22.1052121.0487,-0
21.9017121.8174,-0
21.8307121.8317,-0
21.7052121.8637,-0
21.7271121.8561,-0
22.0756121.0839,-0
22.0803121.0712,-0
22.1115120.9873,-0
22.0917121.0471,-0
21.7849121.822,-0
21.8575477600098121.389335632324,-91.4270
21.7655121.837,-0
22.1008121.0102,-0
21.839121.7811,-0
21.7949121.8066,-0
22.0677121.089,-0
21.9112121.8314,-0
21.9346121.8225,-0
21.9263121.8795,-0
21.9263121.8953,-0
21.7793121.8689,-0
21.8121121.865,-0
21.8368121.8754,-0
21.8475121.863,-0
21.747121.8863,-0
22.056121.143,-0
22.0669120.8993,-0
22.048120.9391,-0
22.0359121.044,-0
22.0891121.1145,-0
22.8948121.4657,-0
22.867121.4898,-0
21.8765850067139121.829566955566,15.0220
22.811121.5128,-0
22.8671121.4861,-0
22.8867121.4718,-0
22.7476121.5762,-0
22.7377121.5802,-0
22.761121.5751,-0
22.7704121.5642,-0
21.8566436767578122.020317077637,12.15450
22.7504121.5858,-0
22.7375121.5854,-0
22.7431121.5779,-0
22.7628121.5672,-0
22.5372122.4248,-0
22.703121.569,-0
22.7568121.5455,-0
22.7464121.5492,-0
22.6945121.5766,-0
22.7393121.5565,-0
22.6848121.5876,-0
22.7807121.5241,-0
22.7719121.5274,-0
22.7711121.5334,-0
22.7512121.5478,-0
22.7725121.5596,-0
22.6605121.6089,-0
22.7174121.5632,-0
22.6986121.556,-0
22.67121.6198,-0
22.709121.5977,-0
22.7159121.5831,-0
22.6969121.5947,-0
22.7354121.5737,-0
22.7104121.5583,-0
22.7017121.5623,-0
22.6338121.6221,-0
22.7407121.5519,-0
22.7299121.5513,-0
22.6886121.5923,-0
22.7018121.5778,-0
22.7764121.5415,-0
22.6612121.6352,-0
22.6839121.6155,-0
22.734121.5557,-0
22.7056121.5936,-0
22.7036121.5707,-0
22.6938121.5971,-0
22.7723121.5455,-0
22.6822121.594,-0
22.6796121.581,-0
22.7159121.58,-0
22.6411121.6277,-0
22.6145121.6437,-0
22.6756121.5787,-0
22.7239121.5655,-0
22.68121.5953,-0
22.7432121.5562,-0
22.708121.568,-0
22.7531121.5383,-0
22.5599121.6785,-0
22.624121.6475,-0
22.6454121.6393,-0
22.6849121.6091,-0
22.7967121.5312,-0
22.6803121.5821,-0
22.6591121.5968,-0
22.6928121.5793,-0
22.7064121.6093,-0
22.6923121.5921,-0
22.6994121.5858,-0
22.6647121.6133,-0
22.6313121.6288,-0
22.651121.6066,-0
22.6915121.5893,-0
22.6338121.6221,-0
22.7038121.5851,-0
22.6646121.6039,-0
22.6511121.6485,-0
22.5771121.6631,-0
22.6088121.6558,-0
22.6813121.635,-0
22.6347121.6571,-0
22.6337121.6728,-0
22.5604121.6787,-0
22.6869121.6155,-0
22.5248121.716,-0
22.5943121.6856,-0
22.4471121.7928,-0
22.5029121.7913,-0
22.4672121.8293,-0
22.5439121.7056,-0
21.8789120.4627,-0
21.8421120.4394,-0
23.9311121.7189,-0
23.5009121.2847,-0
23.4904121.2755,-0
22.913122.3789,-0
22.9364122.3625,-0
22.3875121.9533,-0
23.0323121.7834,-0
23.0404121.7862,-0
23.0313121.7934,-0
23.0413121.7915,-0
22.9415122.3969,-0
23.0046122.3519,-0
22.9545122.3961,-0
22.9629122.3951,-0
22.9723122.3854,-0
22.9738122.3739,-0
22.9458122.3911,-0
23.2044121.0793,-0
22.9147121.8036,-0
22.9898121.8146,-0
22.8276122.4824,-0
22.9226122.4292,-0
22.8021122.5071,-0
22.7406122.5549,-0
22.855122.4696,-0
23.0345121.7879,-0
23.0463121.7986,-0
23.0236121.8029,-0
22.967122.4062,-0
22.956122.3533,-0
22.9906122.3672,-0
22.9619122.3768,-0
22.9786122.3818,-0
23.0217122.3494,-0
23.0359122.3404,-0
22.9996122.3643,-0
22.9575122.4015,-0
22.9903122.3682,-0
22.9884122.3851,-0
22.9822122.3529,-0
23.0004122.3581,-0
23.6464121.6824,-0
24.0744122.1965,-0
23.3261120.7035,-0
23.0416121.7979,-0
22.9513122.6002,-0
22.9777122.477,-0
22.9428122.5753,-0
22.9561122.487,-0
22.9973122.5455,-0
23.0422121.9368,-0
23.0103121.9159,-0
22.9543122.3675,-0
22.9516122.385,-0
23.0455121.7758,-0
23.0534121.7893,-0
23.0719121.6468,-0
23.0303121.7935,-0
23.011122.0662,-0
23.0508121.744,-0
23.0369121.7891,-0
23.0265121.791,-0
23.0429121.6586,-0
23.0381121.7584,-0
23.0789121.5111,-0
23.0836121.4758,-0
23.0518121.7472,-0
23.0501121.7706,-0
22.9378122.2672,-0
23.0506121.6755,-0
23.0411121.7615,-0
23.0717121.5453,-0
23.0098121.8627,-0
23.0274121.8584,-0
23.0513121.8072,-0
23.0757121.8149,-0
23.0641121.8142,-0
23.0534121.8164,-0
23.0362122.2097,-0
22.9862122.2886,-0
22.9337122.6701,-0
22.868122.3432,-0
22.9899122.3251,-0
23.0265122.4091,-0
22.9654122.442,-0
23.058121.4993,-0
22.4249820709229118.297645568848,22.6440
23.0843121.5117,-0
23.061121.7287,-0
23.1097122.2493,-0
23.079121.797,-0
23.0394121.7871,-0
23.0655121.7746,-0
23.071121.9205,-0
23.0366122.1507,-0
23.0027122.1538,-0
23.0228122.157,-0
23.0119122.1488,-0
23.058122.1415,-0
23.0026122.3613,-0
23.021122.3542,-0
22.9792122.3823,-0
22.9918122.3694,-0
23.0545121.7891,-0
23.0915121.475,-0
23.0352122.3275,-0
23.0179122.3403,-0
22.97122.3723,-0
23.0097122.3586,-0
23.0191122.3519,-0
23.0492122.318,-0
22.9535122.3781,-0
22.9495122.4083,-0
22.9731122.3957,-0
22.9634122.3838,-0
23.0428122.3271,-0
23.065121.7825,-0
22.9535122.3741,-0
22.9659122.3651,-0
22.9459122.3792,-0
22.9777122.3698,-0
22.9553122.391,-0
23.0109122.3437,-0
23.0004122.3515,-0
22.989122.365,-0
22.9116122.4079,-0
23.0205122.3334,-0
22.9901122.3557,-0
22.9913122.3447,-0
23.0015122.3452,-0
23.0112122.3447,-0
22.9735122.3726,-0
22.9764122.3676,-0
22.9995122.3574,-0
22.9688122.3741,-0
23.0143122.2823,-0
22.9715122.3357,-0
22.9672122.3454,-0
22.9533122.3212,-0
23.0831121.5643,-0
22.933122.3942,-0
23.0129122.3421,-0
22.9333122.42,-0
23.0335121.7897,-0
23.9885120.7284,-0
23.2639121.1162,-0
23.2317121.0969,-0
23.0641121.9995,-0
23.0268121.7942,-0
23.056121.7794,-0
23.0552121.7874,-0
23.0221122.3089,-0
22.9713122.3451,-0
23.0032122.3111,-0
23.0487121.8117,-0
23.0867121.4742,-0
23.0886121.4972,-0
23.071121.6514,-0
23.0423121.7709,-0
23.0579121.763,-0
23.0672121.79,-0
23.0679121.7864,-0
23.0753121.7861,-0
23.0367121.913,-0
23.0733122.0557,-0
23.0454121.8084,-0
23.0494121.9181,-0
23.0382122.0594,-0
23.0242122.1658,-0
22.9838122.3387,-0
23.0109122.3194,-0
23.0027122.3253,-0
