經度緯度,電流強度(kA)0
25.0222121.6661,-0
25.0553121.6437,-0
25.0508121.6103,-0
25.4094676971436122.398147583008,-9.7310
22.0229119.2891,-0
25.0585121.6417,-0
22.0192119.279,-0
25.0504121.6501,-0
25.0558121.6112,-0
21.7132930755615118.036445617676,22.6070
21.8519119.1502,-0
22.534121.1992,-0
22.0161119.2547,-0
22.0387119.3633,-0
22.4903121.2039,-0
22.4741121.176,-0
21.8819119.2176,-0
21.9135119.2343,-0
22.492121.1904,-0
22.0122119.2383,-0
22.5026121.1559,-0
22.4926121.1522,-0
22.0125119.3158,-0
22.5498121.158,-0
22.0211119.3109,-0
21.9623119.1819,-0
21.9758119.1791,-0
22.5092121.0636,-0
22.039119.31,-0
22.1029119.3281,-0
22.1546119.3754,-0
22.1443119.2955,-0
22.1484119.4003,-0
22.1428119.4134,-0
22.1257119.2739,-0
22.1861119.4366,-0
22.0242119.2444,-0
22.1344119.36,-0
22.1498119.374,-0
22.1488119.4451,-0
22.1512119.2956,-0
22.2538119.4174,-0
22.0141119.2225,-0
23.3587121.9868,-0
23.3793121.9811,-0
23.3441121.9707,-0
23.3037121.8627,-0
23.3578121.9195,-0
23.3417121.8939,-0
23.3241121.9141,-0
22.0566119.24,-0
23.3204121.889,-0
23.4395656585693122.133987426758,10.0640
23.5784778594971121.984161376953,-5.2910
22.0884119.2401,-0
23.3067035675049122.337692260742,-12.93150
23.4258121.912,-0
23.408121.8985,-0
22.0665119.4336,-0
22.0579119.4268,-0
22.1293119.2866,-0
22.1365119.3501,-0
21.8483119.8089,-0
21.7863119.6667,-0
21.6976119.5338,-0
21.6998119.3139,-0
22.2672119.4976,-0
22.246119.4187,-0
22.2296119.4972,-0
22.298119.4657,-0
21.8919119.442,-0
21.927119.5175,-0
21.9231119.5314,-0
21.89119.1543,-0
21.9043119.1381,-0
21.8797119.1156,-0
23.2587121.1189,-0
22.1583119.2795,-0
22.1927119.4072,-0
22.163119.3365,-0
22.1649119.3755,-0
22.1732119.3217,-0
22.1804119.3706,-0
22.1862119.3867,-0
23.2652893066406120.689361572266,12.9130
23.7664120.828,-0
23.2924880981445120.668914794922,-3.20050
23.2877655029297120.691261291504,3.2560
23.3854120.81,-0
23.2431354522705120.739082336426,2.3310
23.5996120.7895,-0
23.3273677825928120.696311950684,2.8490
23.3362121582031120.674583435059,2.1460
23.7502120.8325,-0
23.7377120.8279,-0
23.290319442749120.616607666016,-4.12550
23.2820434570312120.630813598633,-3.8480
23.3586883544922120.680755615234,3.5520
23.765120.8122,-0
23.7491120.8128,-0
23.7413120.8046,-0
23.7545120.8633,-0
23.2855472564697120.615005493164,-2.4420
23.2651596069336120.637725830078,-2.220
23.3450546264648120.595237731934,2.31250
23.7586120.8622,-0
23.7528120.7704,-0
23.7615120.795,-0
23.7674120.7907,-0
23.7457120.7784,-0
23.7535120.7879,-0
23.7653120.7851,-0
23.5805225372314120.803726196289,3.68150
23.3682120.7764,-0
23.7742120.7857,-0
23.7612120.7853,-0
23.7496120.7807,-0
23.7338120.847,-0
23.6146068572998120.780570983887,-32.54150
23.7566120.8593,-0
23.6668243408203120.651481628418,1.8130
23.7547120.8304,-0
23.7497120.8318,-0
23.7635120.8502,-0
23.7649120.7805,-0
23.3139686584473120.595558166504,2.9230
23.6019306182861120.770301818848,-3.16350
23.762120.7863,-0
23.7632120.8641,-0
23.7388120.8013,-0
23.7373120.7563,-0
23.7565120.7634,-0
23.7648120.7761,-0
23.7451120.7723,-0
23.7651120.8406,-0
23.7449120.8252,-0
23.7621120.8273,-0
24.4666120.9247,-0
23.7551120.8171,-0
23.7318120.7953,-0
23.736120.7551,-0
23.7497120.7732,-0
23.2133120.747,-0
22.910026550293120.576141357422,-14.07850
23.1933120.6769,-0
23.7632120.8641,-0
23.1871120.6579,-0
23.5114574432373120.549354553223,-3.2190
23.7462120.8569,-0
23.4116120.7056,-0
23.3029120.6428,-0
23.7523120.8593,-0
23.5372714996338120.515243530273,2.590
23.5378723144531120.52416229248,3.08950
23.7512120.8011,-0
23.7676120.8224,-0
23.6653327941895120.737663269043,-43.7340
23.7651120.8024,-0
23.4949120.5755,-0
23.6324120.693,-0
23.5203437805176120.587059020996,1.9980
23.5578594207764120.46794128418,1.7020
23.2947120.6187,-0
23.852120.7783,-0
23.7386120.8474,-0
23.5412693023682120.494346618652,1.49850
23.6732120.7066,-0
23.6219120.6938,-0
23.856120.8001,-0
23.8572120.7834,-0
23.6291179656982120.776443481445,16.9830
23.5643711090088120.472389221191,1.86850
23.8615120.8032,-0
23.8633120.7895,-0
23.7941120.7985,-0
23.7848120.7804,-0
23.8689120.806,-0
23.8701120.799,-0
23.87120.7864,-0
23.5453338623047120.519401550293,1.68350
23.8713120.7953,-0
23.8729120.787,-0
23.7227120.6931,-0
23.8697120.8022,-0
23.7033120.8044,-0
23.7817120.8206,-0
23.7877120.8282,-0
23.8756120.7912,-0
23.7065120.8076,-0
23.6884120.7953,-0
23.3401120.7521,-0
23.7314120.8118,-0
23.5557670593262120.538208007812,-28.98950
23.8722120.8029,-0
23.718120.8136,-0
23.8784120.8008,-0
23.8804120.7857,-0
23.7426120.7519,-0
23.6379699707031120.571624755859,7.15950
23.7214120.8029,-0
23.7191120.8006,-0
23.7365120.8145,-0
23.7496120.8565,-0
23.7365120.8502,-0
23.7397120.8043,-0
23.6061763763428120.719917297363,-6.5490
23.7091120.7526,-0
23.7048120.7852,-0
23.5970878601074120.681739807129,-26.69550
23.5917644500732120.777931213379,2.49750
23.6276120.7769,-0
23.6167120.7751,-0
23.6702120.7114,-0
23.7193120.7129,-0
23.6889120.7409,-0
24.2684120.8688,-0
24.3539237976074120.800857543945,4.38450
23.6952877044678120.597328186035,-2.60850
23.7113120.782,-0
24.2938120.8723,-0
24.3069120.8714,-0
24.2848120.8667,-0
24.2762120.8363,-0
24.3024120.8321,-0
24.2771120.8695,-0
23.7218120.7816,-0
23.7355937957764120.539726257324,3.7740
24.3101120.8677,-0
23.7172120.8072,-0
23.7229120.7406,-0
23.6838120.725,-0
23.6946120.7418,-0
23.7869120.8117,-0
23.6882120.7429,-0
23.6631120.7375,-0
23.6317120.7261,-0
23.6779120.7584,-0
23.6812120.722,-0
23.6683120.7279,-0
23.6944120.7229,-0
23.7845120.7797,-0
22.1273120.4029,-0
23.933121.0308,-0
23.9735121.0294,-0
23.9501121.0267,-0
24.4273121.7408,-0
24.6429121.9278,-0
24.6544121.936,-0
24.708121.9933,-0
24.7932122.0793,-0
24.7619122.0222,-0
24.7955122.0563,-0
24.7425121.9724,-0
24.8288122.0818,-0
24.7124121.9634,-0
24.7302121.976,-0
24.7253121.9654,-0
24.8619122.0849,-0
24.8409122.0345,-0
24.7478121.9891,-0
24.8115122.0088,-0
24.8296122.0146,-0
24.8952122.0401,-0
25.0655122.1522,-0
25.1533122.1595,-0
25.0809122.1166,-0
25.1843122.1886,-0
25.0424122.1182,-0
23.9708121.0288,-0
23.9419121.0263,-0
23.9567121.0227,-0
23.9685121.0219,-0
23.9336121.0263,-0
23.9635121.0198,-0
23.9564121.0363,-0
23.9575121.05,-0
23.9482121.0258,-0
24.5878121.9382,-0
24.6708121.9193,-0
24.7512121.9707,-0
24.7252121.9638,-0
25.0374122.1301,-0
25.0268122.1059,-0
25.0998122.1513,-0
25.058122.1271,-0
25.3612122.246,-0
25.2351122.188,-0
24.7161121.9962,-0
24.8888122.0627,-0
23.9533121.0175,-0
25.1964122.1624,-0
25.1702122.1824,-0
24.9928122.0842,-0
21.7252119.104,-0
21.7732119.1008,-0
23.9337121.018,-0
23.9676121.0103,-0
23.9903121.0177,-0
23.9602121.0044,-0
23.9776121.015,-0
24.9884122.0747,-0
25.0387122.1139,-0
25.0949122.1205,-0
25.2349122.2206,-0
25.175122.1608,-0
24.619121.9108,-0
24.5956121.9354,-0
23.9722121.008,-0
23.9851121.0188,-0
21.7031119.0707,-0
21.6856119.0617,-0
24.4748121.0622,-0
24.4634121.0636,-0
24.1139121.6797,-0
24.0808121.6708,-0
22.1618119.3093,-0
22.1471119.3118,-0
22.1279119.2932,-0
22.1271119.2832,-0
22.1077119.3633,-0
22.1031119.2974,-0
21.665119.1071,-0
21.7151119.0092,-0
22.7970027923584119.246757507324,-18.48150
21.666119.0318,-0
21.6739118.9881,-0
21.7644119.2124,-0
23.2017211914062118.07234954834,-29.6740
22.1166119.346,-0
21.7158119.2011,-0
21.9129119.4916,-0
21.8673119.3836,-0
21.8363119.2996,-0
21.715119.3694,-0
21.6994119.834,-0
22.1974119.4489,-0
22.197119.4323,-0
25.6515445709229122.501235961914,16.66850
22.1963119.4836,-0
22.2048119.4928,-0
22.2366119.483,-0
22.2536119.4521,-0
22.229119.4906,-0
22.6893520355225118.62720489502,34.94650
21.7538119.2374,-0
21.7625119.2439,-0
21.7289119.2024,-0
21.68119.0909,-0
22.3121119.5089,-0
22.3208119.5171,-0
22.3122119.538,-0
22.4571723937988118.752685546875,-16.92750
22.3602119.499,-0
22.3191119.5042,-0
22.3529119.5622,-0
22.6015119.225,-0
22.426119.5887,-0
22.3166119.5025,-0
22.3109119.4808,-0
24.5393122.1381,-0
24.5474122.1882,-0
24.546028137207121.756935119629,-27.80550
24.5164122.1076,-0
24.4808122.0182,-0
24.5835122.1909,-0
24.5883122.1995,-0
24.5457122.1988,-0
24.5456122.2652,-0
24.5509122.3432,-0
24.6203121.9325,-0
24.6464122.3123,-0
24.6605122.373,-0
24.632122.277,-0
24.6268122.2964,-0
24.4621122.2275,-0
24.512122.2179,-0
24.5969122.2626,-0
24.606122.2559,-0
24.6314122.2918,-0
24.5755122.3092,-0
24.5861122.3299,-0
24.677122.342,-0
24.6446122.3204,-0
24.6348122.3096,-0
24.6166122.2497,-0
24.6245122.2684,-0
24.644122.3031,-0
24.5947122.2153,-0
24.5317122.0393,-0
24.5063122.3024,-0
24.4904122.3332,-0
24.6944122.4299,-0
24.6751122.4649,-0
24.5178122.2944,-0
24.5447121.9389,-0
24.5232122.2863,-0
24.535122.289,-0
24.5107122.2648,-0
24.5535122.2661,-0
24.5691122.238,-0
24.5495122.1831,-0
24.5576122.198,-0
24.592122.1896,-0
24.6213122.2472,-0
24.6402122.2955,-0
24.7123122.2688,-0
24.5897122.1892,-0
24.6071122.2229,-0
24.6141122.2618,-0
24.6023122.2213,-0
24.6049122.2454,-0
24.6086122.2587,-0
24.5986122.2739,-0
24.6092122.2935,-0
24.5875122.2161,-0
24.2793121.7683,-0
24.5828121.889,-0
24.5367122.2675,-0
24.6275122.2009,-0
24.5791121.8964,-0
24.5701122.1937,-0
24.5686122.1821,-0
24.586122.2097,-0
24.5234122.0147,-0
24.5945122.2568,-0
24.6077122.2907,-0
22.3819119.5283,-0
26.1444797515869122.417083740234,22.81050
22.247119.6002,-0
22.2559119.6326,-0
22.2547119.5068,-0
22.2625119.6219,-0
22.2436119.6207,-0
22.2399119.5759,-0
22.9528636932373118.501335144043,-21.090
23.6728121.9528,-0
23.5853595733643120.532897949219,1.64650
23.5865612030029120.51456451416,-2.1090
23.5766258239746120.521270751953,-2.05350
23.5592060089111120.54150390625,-4.9950
23.5839805603027120.562622070312,-1.94250
22.1692119.366,-0
22.1698119.3795,-0
23.5579795837402120.57536315918,-1.86850
23.5696544647217120.52702331543,-3.4780
23.505500793457120.51171875,3.86650
23.5518703460693120.541511535645,-1.5540
23.5729446411133120.532905578613,-2.64550
22.1442119.2448,-0
23.5423278808594120.557823181152,-1.64650
23.5984630584717120.496765136719,1.9980
23.5796184539795120.524574279785,-4.2180
23.558443069458120.548286437988,1.4430
23.6298120.655,-0
23.5585498809814120.513427734375,-2.4790
23.5174350738525120.496253967285,-1.7020
23.5915241241455120.46337890625,-2.53450
23.4962959289551120.519317626953,-1.6650
23.4921073913574120.541458129883,1.9610
23.6577120.6927,-0
23.7148120.7106,-0
23.4969139099121120.488815307617,2.9970
23.0699121.5269,-0
22.8647121.784,-0
22.726120.1818,-0
22.1656119.3065,-0
25.6815122.4107,-0
23.7207120.7984,-0
23.7614120.8179,-0
23.7436120.8002,-0
22.995641708374120.634239196777,4.56950
23.7429120.7468,-0
23.6643120.5403,-0
23.7636120.7366,-0
24.2515121.7435,-0
24.3028121.7653,-0
24.3074121.7834,-0
24.2805121.7527,-0
24.3354121.8242,-0
24.3075121.7772,-0
24.216121.7568,-0
24.2228121.726,-0
24.1957121.7224,-0
24.0851121.6633,-0
23.7641120.7372,-0
23.7789120.7557,-0
23.7698120.7456,-0
23.7807120.8049,-0
23.7747120.7961,-0
23.775120.7781,-0
23.7889120.802,-0
23.7701120.771,-0
23.7536120.7571,-0
23.7538120.7764,-0
23.7509822845459120.595443725586,-2.590
23.7741120.7943,-0
23.765120.7808,-0
23.751120.779,-0
23.773120.8151,-0
23.7849120.809,-0
23.7561120.7528,-0
23.7673120.7713,-0
23.7748120.7973,-0
23.7372120.8039,-0
23.7029762268066120.668266296387,-4.53250
23.7689120.8131,-0
23.7766120.8103,-0
23.7824120.8052,-0
23.7913120.8119,-0
23.7672120.7889,-0
23.7635120.7825,-0
23.708366394043120.682998657227,-2.90450
23.7431120.8001,-0
23.7562120.8013,-0
23.7446120.7882,-0
23.734120.7954,-0
23.7738120.8183,-0
23.7561120.8169,-0
23.7512120.7921,-0
23.7593120.8014,-0
23.7643120.8024,-0
23.7483120.7898,-0
23.6848068237305120.675903320312,2.9230
23.7259120.7814,-0
23.7247120.7708,-0
23.7893120.8154,-0
23.7525120.802,-0
23.7661120.8085,-0
23.783120.7908,-0
23.773120.7851,-0
23.7709120.7938,-0
23.755120.7853,-0
23.7804120.802,-0
23.6934852600098120.627998352051,-2.75650
23.7842120.803,-0
23.7903120.8153,-0
23.7703120.7959,-0
23.7767120.8048,-0
23.784120.8079,-0
23.7738120.8091,-0
23.763120.7881,-0
23.7889120.8141,-0
23.7832120.8235,-0
23.7562120.7769,-0
23.7762120.7903,-0
23.7802120.7965,-0
23.7884120.8095,-0
23.7008120.7845,-0
23.7664120.803,-0
23.7784120.7954,-0
23.7821120.8056,-0
23.768120.7834,-0
23.7871120.8111,-0
23.78120.8002,-0
23.7749120.7914,-0
23.7752120.8053,-0
23.7852120.8204,-0
23.7569120.7813,-0
23.765120.784,-0
23.7646120.7993,-0
23.7787120.7893,-0
23.7709120.8046,-0
23.7446120.7834,-0
23.7655120.7794,-0
23.6951007843018120.73543548584,-2.1090
23.7257120.7885,-0
23.7415120.8034,-0
23.7414779663086120.698837280273,-4.070
23.7485120.802,-0
24.1196121.7089,-0
24.1049121.6758,-0
24.0753121.6621,-0
24.1383121.689,-0
24.1583121.7108,-0
23.7824120.8152,-0
23.7557120.7929,-0
23.7871120.8082,-0
23.745120.7836,-0
23.7695120.8028,-0
23.7517120.8094,-0
23.7485120.7908,-0
23.767120.8098,-0
23.7261120.7699,-0
23.7627120.8045,-0
23.7427120.8017,-0
23.7544120.8109,-0
23.7287120.7403,-0
23.7351120.749,-0
23.7384120.7739,-0
23.7569120.7995,-0
23.7838120.8052,-0
23.7394120.8173,-0
23.7545120.7856,-0
23.7554120.7998,-0
23.7496120.7799,-0
23.7662120.8077,-0
23.7581120.7975,-0
23.7602120.793,-0
23.771120.8067,-0
23.7319120.7991,-0
23.731990814209120.674224853516,-2.220
23.7951120.816,-0
23.7396120.7576,-0
23.7636120.7984,-0
23.7764120.8151,-0
23.7709120.8045,-0
23.7792120.8119,-0
23.7733120.7405,-0
23.7789120.7528,-0
23.7739120.8055,-0
23.7517120.7514,-0
23.7704120.7625,-0
23.7428120.7734,-0
23.7343120.7815,-0
23.7435120.7546,-0
23.6941120.7822,-0
23.6849120.7892,-0
23.7956120.822,-0
23.7182120.779,-0
23.7487120.8017,-0
23.7344120.7821,-0
23.7715120.7939,-0
23.705120.7724,-0
23.6125120.7506,-0
23.7482120.7635,-0
23.7643120.7669,-0
23.7116120.7348,-0
23.743120.7802,-0
23.7693120.806,-0
23.7601120.8104,-0
23.7892120.8133,-0
23.7484120.797,-0
23.7538120.7979,-0
23.7833120.8029,-0
23.6401271820068120.686180114746,-1.64650
23.7509120.7526,-0
23.7929120.8208,-0
23.6246120.7314,-0
23.7147120.7488,-0
23.7312120.768,-0
23.7322120.7817,-0
23.7744120.8014,-0
23.7427120.7852,-0
23.7533120.7972,-0
23.7301120.7718,-0
23.7254905700684120.708610534668,-1.6650
23.787120.8131,-0
23.7065086364746120.611343383789,-1.6280
23.7652120.8036,-0
23.7754120.816,-0
23.7782120.8394,-0
23.7744120.83,-0
23.7969120.8208,-0
23.7761120.8156,-0
23.7893120.8129,-0
23.7463120.775,-0
23.7446120.7877,-0
23.7542120.7818,-0
23.7411120.778,-0
23.7088120.7874,-0
23.7631120.808,-0
23.6189120.7253,-0
23.7906120.8137,-0
23.7228120.7397,-0
23.8005120.8139,-0
23.7632120.7796,-0
23.791120.8206,-0
23.7719120.7618,-0
23.7908120.8041,-0
23.7729120.778,-0
23.7821120.7934,-0
23.7926120.8167,-0
23.7859120.7742,-0
23.7545120.7869,-0
23.7656120.8008,-0
23.7851120.8117,-0
23.5708120.4702,-0
23.581120.4775,-0
23.7893120.8243,-0
23.7615120.765,-0
23.7955120.8205,-0
23.7913120.8083,-0
23.7783120.8118,-0
23.6629120.7796,-0
23.7677120.7869,-0
23.7877120.8203,-0
23.7792120.8105,-0
23.7779120.82,-0
23.7719120.8066,-0
23.7741120.7933,-0
23.7565120.7908,-0
23.7793120.8094,-0
23.7706120.8051,-0
23.7869120.8158,-0
23.7918120.8179,-0
23.7982120.7986,-0
23.7826120.7942,-0
23.7941120.822,-0
23.7899120.8064,-0
23.7848120.7979,-0
23.7812120.7931,-0
23.7645120.7732,-0
24.1653121.7478,-0
23.7844120.7865,-0
23.6406120.5257,-0
23.7626120.847,-0
23.765120.791,-0
23.7571120.8114,-0
23.7811120.8237,-0
23.7792120.8119,-0
23.7696120.809,-0
23.7517223358154120.753494262695,-7.04850
23.7809120.8288,-0
23.7871120.8081,-0
23.7908120.8096,-0
23.7632120.8052,-0
23.7704120.8231,-0
23.6101989746094120.764915466309,2.8120
23.5397120.4633,-0
23.7707120.8034,-0
23.7629120.7932,-0
23.7613120.8513,-0
23.6967120.745,-0
23.7503120.8445,-0
23.6598120.8006,-0
23.7513120.8509,-0
23.6649303436279120.629417419434,-2.05350
23.7716120.8279,-0
23.7622120.8093,-0
23.7458120.8397,-0
23.7734120.8429,-0
23.5243120.484,-0
23.7865120.8143,-0
23.7797120.8023,-0
23.7665120.8369,-0
23.7826120.8237,-0
23.7799120.8235,-0
23.7713120.8272,-0
23.774120.811,-0
23.7828120.8205,-0
23.7747120.8223,-0
23.7923120.8207,-0
23.7748120.8112,-0
23.7642120.8163,-0
23.7675120.8286,-0
23.7746120.814,-0
23.7579120.7956,-0
23.7746120.8432,-0
22.8861120.2972,-0
23.7704120.8217,-0
23.7798120.8104,-0
23.7607120.8334,-0
23.7592120.8505,-0
23.7689120.8061,-0
23.7812120.8108,-0
23.7758120.8149,-0
23.7796120.8274,-0
23.7909120.8174,-0
23.8034120.8182,-0
23.7855120.8193,-0
23.4903120.4567,-0
23.5149120.461,-0
23.7892120.8216,-0
23.7798120.8286,-0
23.6679706573486120.683227539062,-1.9610
23.7917120.8179,-0
23.7194120.7562,-0
24.4234122.0018,-0
24.3281121.9046,-0
24.4108200073242121.879028320312,-19.3510
24.3261121.9311,-0
24.3036121.8936,-0
24.4398155212402121.911018371582,-4.05150
24.4243122.1214,-0
24.4028015136719122.057189941406,-4.31050
24.396032333374121.920539855957,-7.97350
23.6358089447021120.614921569824,-2.38650
23.6302146911621120.617164611816,-3.08950
23.5840473175049120.636764526367,2.71950
24.4129943847656121.964340209961,-10.60050
24.4122676849365122.002571105957,-7.71450
23.6078472137451120.609252929688,-3.08950
23.6278438568115120.613174438477,-2.6270
23.6149635314941120.596527099609,-1.49850
23.5892429351807120.62060546875,1.850
23.7084674835205120.490097045898,-2.16450
24.844121.8154,-0
24.7669121.9805,-0
24.5384216308594121.93334197998,5.71650
24.5676122.0345,-0
24.5614122.0272,-0
24.2478656768799121.827239990234,5.4760
24.1486122.2018,-0
24.1689122.2097,-0
24.2219142913818121.791206359863,-7.8070
24.2106857299805121.858428955078,6.53050
24.2190971374512121.873085021973,-11.5440
24.1734046936035121.897964477539,-74.740
24.1789970397949121.883697509766,-8.8060
24.1750907897949121.889053344727,-80.64150
23.3167037963867120.875755310059,3.01550
24.4264121.8687,-0
24.0658121.8142,-0
24.1618995666504121.748611450195,3.79250
24.1116121.7489,-0
24.4098930358887121.915191650391,-4.5880
24.0819121.7365,-0
24.137121.8508,-0
24.4714122.0054,-0
24.4383563995361121.914794921875,-37.740
24.4336376190186121.933860778809,-49.67250
24.0717121.8265,-0
24.4969121.9652,-0
24.168122.2561,-0
24.0757121.6882,-0
24.8975122.024,-0
24.8816121.9553,-0
24.1401122.2499,-0
24.1378122.2392,-0
24.2458477020264121.896202087402,7.30750
24.1897122.2651,-0
24.2387580871582121.921058654785,-28.21250
24.1783122.2667,-0
22.9393253326416121.25171661377,4.0330
24.1165122.2555,-0
24.1246122.2686,-0
23.915994644165121.900978088379,-5.01350
23.7080745697021121.69189453125,7.4740
24.1364288330078122.016754150391,5.08750
23.236121.4946,-0
23.274121.5276,-0
23.3374121.5806,-0
23.1865121.4573,-0
23.0001122.6074,-0
24.1297122.2857,-0
24.1290416717529122.057914733887,5.4760
24.1453122.3011,-0
24.1778122.2479,-0
24.1238174438477121.948638916016,7.52950
24.1600456237793121.953681945801,-4.1440
24.205122.3194,-0
24.2764122.3782,-0
24.1184101104736121.927375793457,3.86650
23.9762897491455121.896392822266,-89.540
23.8797122.0744,-0
24.0737122.2733,-0
24.0873122.3043,-0
24.0681122.3503,-0
23.9703044891357121.894462585449,-8.75050
24.105122.2752,-0
24.1475122.3251,-0
24.1093215942383121.974380493164,-6.38250
24.1100997924805121.972702026367,-4.2180
23.0128154754639121.080200195312,-3.12650
24.0905122.2844,-0
24.1272640228271121.96280670166,-5.8830
24.1013122.2533,-0
24.0842590332031121.908752441406,-88.2450
24.0833122.2471,-0
24.0159122.2,-0
24.0482122.2425,-0
24.0652122.2657,-0
24.1785122.3628,-0
24.1012122.3059,-0
24.0609122.2501,-0
24.1243122.2808,-0
24.1125621795654121.973533630371,-5.42050
24.052661895752121.896408081055,-4.31050
24.2145309448242121.945266723633,-7.40
24.1174468994141121.95970916748,3.86650
24.1098785400391121.924911499023,-8.01050
24.1678771972656122.003814697266,-9.00950
24.031122.3436,-0
24.0402122.2425,-0
24.0304122.2297,-0
24.1068305969238121.881614685059,-6.1050
23.308219909668121.567352294922,10.4340
24.0992794036865121.94457244873,-4.42150
24.0405122.2287,-0
24.0478122.2441,-0
24.0618122.2539,-0
24.1623122.241,-0
24.1829122.2739,-0
23.3254528045654121.553077697754,5.180
24.1165122.2776,-0
24.2174530029297121.91756439209,4.60650
24.0815258026123121.79810333252,5.75350
24.0925827026367121.978698730469,-4.86550
24.0696601867676121.977874755859,-19.14750
24.1072082519531121.981758117676,-46.23150
23.4360332489014121.516372680664,6.9560
24.0581798553467121.890830993652,-3.60750
24.0466632843018121.910064697266,-5.8090
24.0775122.2696,-0
24.0996122.296,-0
24.1055122.288,-0
24.0409122.2093,-0
24.0829122.2468,-0
24.055606842041121.920104980469,-16.63150
24.0723056793213121.907279968262,-6.16050
24.0758113861084121.904899597168,5.53150
24.0775122.2439,-0
24.0041770935059122.014595031738,4.810
24.6742122.4033,-0
23.9015026092529121.855728149414,-5.34650
24.1372122.3011,-0
23.6749121.9051,-0
23.6844121.936,-0
23.880443572998121.882064819336,-94.7940
23.8757122.1087,-0
24.0116122.2653,-0
23.9941692352295121.811737060547,-34.5210
23.9604320526123121.93864440918,-6.19750
24.1002712249756121.72395324707,3.71850
23.9619827270508121.967384338379,-8.67650
23.9432029724121122.021987915039,-12.580
23.9648323059082121.952880859375,-72.5570
23.9872913360596121.918327331543,-5.42050
24.5299015045166121.917922973633,-29.21150
23.9567260742188121.926414489746,-52.7250
24.5757122.6703,-0
23.9583625793457121.857551574707,14.07850
23.9642562866211121.923210144043,-52.0590
23.9065265655518122.060317993164,-6.90050
23.9843120574951121.933891296387,8.78750
23.996166229248121.879127502441,7.6590
23.633113861084121.705039978027,-5.67950
24.2951984405518121.881172180176,10.2860
24.1216122.2148,-0
23.9295673370361121.877113342285,7.6960
24.2571122.2792,-0
24.3078327178955121.929122924805,5.97550
24.1514167785645121.908836364746,-10.9150
24.2980804443359121.918846130371,10.41550
24.2266025543213121.785972595215,6.4010
24.1488437652588121.920379638672,6.16050
24.0866851806641121.935585021973,9.8420
24.3382122.4176,-0
23.9339962005615121.82250213623,5.19850
23.8628005981445122.327011108398,-10.93350
24.0991122.1997,-0
24.1714744567871121.84546661377,-6.56750
24.164005279541121.899627685547,-72.7420
23.7482122.0157,-0
23.7639122.0158,-0
23.8349361419678122.032600402832,6.8820
23.7547122.0017,-0
23.6886005401611121.331169128418,8.3620
24.1188122.2233,-0
24.1147122.203,-0
24.123122.2187,-0
24.2403964996338121.877593994141,-10.8040
23.8085479736328121.936447143555,-81.60350
24.1151122.202,-0
24.1355667114258121.935676574707,12.6170
23.8236846923828121.950775146484,-39.5530
23.8464431762695121.949363708496,9.56450
24.7285122.6315,-0
24.7296122.6472,-0
22.9005641937256121.313529968262,5.550
23.0329284667969121.553970336914,-10.6190
24.6621398925781121.866104125977,-5.4390
23.1917953491211121.398635864258,10.3230
23.2852439880371121.500061035156,-3.34850
24.6350269317627121.910690307617,36.7040
23.5966701507568121.88013458252,28.02750
23.1374168395996121.616340637207,-79.82750
23.0792922973633121.64087677002,-10.730
23.6138744354248121.842842102051,12.85750
23.7898540496826121.922538757324,-5.4760
23.7872428894043121.946754455566,-5.6610
23.754768371582121.969093322754,-23.0140
23.7403755187988121.936866760254,-18.18550
23.0747121.2791,-0
23.7489185333252121.965896606445,-5.2170
23.7492218017578121.917167663574,-7.1040
23.7293014526367121.957588195801,-6.30850
23.7231407165527121.927017211914,-63.73250
23.7616920471191121.832908630371,5.97550
23.5877121.9434,-0
23.7432479858398121.947334289551,-34.4840
23.5867958068848122.078071594238,-6.67850
23.5384559631348122.03360748291,-6.4010
23.7273349761963121.971717834473,-28.80450
23.7166481018066121.960609436035,-9.08350
23.7361660003662121.945571899414,-39.8120
23.5782121.9221,-0
23.7880268096924121.859497070312,6.23450
23.6666641235352121.821571350098,-4.9210
23.6860179901123121.977081298828,-83.52750
23.7114009857178121.971855163574,-38.7020
23.7166080474854121.968734741211,-47.52650
23.8323122.3186,-0
23.7098808288574121.970306396484,-17.33450
23.5321121.8611,-0
23.54121.8699,-0
23.6942462921143121.969802856445,7.770
23.6596050262451121.98836517334,-16.5020
23.71755027771121.986083984375,18.00050
23.5886121.9525,-0
23.5701121.9455,-0
23.5735121.9699,-0
23.5645121.9536,-0
23.4989121.8696,-0
23.6728992462158121.990882873535,-25.65950
23.6486625671387121.991371154785,-28.4160
23.6522560119629121.972373962402,-48.1740
23.6542320251465121.976371765137,15.37350
23.5666121.9457,-0
23.7041759490967121.971855163574,5.23550
23.692174911499121.947875976562,-42.0690
23.5638121.8695,-0
23.6650924682617121.976333618164,13.04250
23.7576217651367122.035003662109,-23.21750
23.4154121.8603,-0
23.4784121.8108,-0
23.6673984527588121.994155883789,-121.9150
23.8046016693115121.910545349121,-4.42150
23.063325881958122.210350036621,-12.5060
23.7945137023926121.923736572266,-11.96950
23.6956901550293121.966361999512,-6.82650
23.6976070404053121.97590637207,-152.6250
23.7271175384521122.01522064209,-14.52250
23.4599121.8473,-0
23.4035121.7966,-0
23.4088121.822,-0
23.5633487701416121.979156494141,-6.38250
23.2644121.6005,-0
23.2539121.5704,-0
23.318121.7415,-0
23.3033121.7046,-0
