經度緯度,電流強度(kA)0
24.0469120.5895,-0
24.1003120.5952,-0
24.0275120.5748,-0
24.1415120.5681,-0
24.021120.482,-0
23.7193120.5058,-0
23.9706120.5726,-0
24.6462120.7401,-0
23.7041120.5255,-0
24.2037120.6034,-0
24.3996120.7556,-0
24.4047120.7603,-0
24.5578120.7213,-0
24.6605120.6877,-0
24.6345120.7415,-0
24.9045120.843,-0
23.9672120.5269,-0
24.9942120.8436,-0
25.122120.742,-0
25.1161120.8541,-0
23.8868120.5088,-0
24.7979120.7772,-0
23.8888120.4778,-0
23.8925120.5714,-0
23.8938120.5859,-0
23.9061120.5347,-0
23.909120.5738,-0
23.9138120.5989,-0
23.9144120.6078,-0
23.8981120.5495,-0
23.8996120.5672,-0
23.8926120.4652,-0
23.9113120.5641,-0
23.9113120.5641,-0
25.3781120.9984,-0
25.2318120.9293,-0
23.8746120.5135,-0
23.8807120.5114,-0
23.8211120.5861,-0
23.8203120.5813,-0
23.8983120.5525,-0
23.8978120.5458,-0
23.9033120.5951,-0
23.9038120.6004,-0
23.8836120.5258,-0
23.9047120.6122,-0
23.9036120.5981,-0
25.3469121.0098,-0
23.8521120.4844,-0
25.045120.9551,-0
24.9814120.9953,-0
24.9317120.8825,-0
24.9724120.9044,-0
24.9597120.9137,-0
24.9565120.8728,-0
25.1676120.753,-0
24.9875120.8538,-0
23.899120.5783,-0
23.9004120.5948,-0
23.9184120.5347,-0
23.9191120.5457,-0
23.9085120.5261,-0
23.9101120.5479,-0
23.8922120.5688,-0
23.892120.5662,-0
23.8974120.577,-0
23.897120.5727,-0
23.8969120.5357,-0
23.8933120.5292,-0
23.9188120.5416,-0
23.8903120.5476,-0
23.8928120.5753,-0
23.9015120.5357,-0
23.8921120.4787,-0
23.9066120.5613,-0
23.9062120.5562,-0
23.8544120.4622,-0
24.3198120.6458,-0
25.0862120.9398,-0
25.0861120.9257,-0
25.0875120.9027,-0
25.0949120.8769,-0
25.0948120.8873,-0
23.8933120.5119,-0
23.8958120.5226,-0
23.8879120.5378,-0
23.8889120.5493,-0
25.0862120.8031,-0
23.8958120.5412,-0
23.8796120.516,-0
23.8877120.5683,-0
23.8961120.5077,-0
23.8991120.5439,-0
23.9002120.5748,-0
23.9019120.5956,-0
23.8947120.5802,-0
23.8928120.5582,-0
23.8815120.5029,-0
23.8772120.4751,-0
23.9121120.5759,-0
23.9116120.5681,-0
23.9015120.5156,-0
23.9029120.5338,-0
23.8935120.5318,-0
23.906120.492,-0
23.8952120.6016,-0
23.893120.5774,-0
23.8984120.5881,-0
23.8898120.5426,-0
23.8955120.5549,-0
23.9099120.5456,-0
23.9105120.5533,-0
23.9929120.6145,-0
23.993120.6088,-0
23.9024120.5268,-0
23.8972120.5386,-0
23.8981120.5502,-0
23.8885120.4749,-0
23.8864120.4875,-0
23.8893120.5197,-0
23.8884120.5271,-0
23.9057120.5498,-0
23.8827120.516,-0
23.9154120.5585,-0
23.8907120.5356,-0
23.9008120.564,-0
23.8995120.5488,-0
23.8839120.5597,-0
23.8852120.5731,-0
23.8968120.5695,-0
23.897120.572,-0
23.913120.5678,-0
23.9134120.5729,-0
23.8986120.5376,-0
23.9013120.5705,-0
23.8972120.5389,-0
23.9032120.5176,-0
23.9051120.5801,-0
23.9047120.575,-0
23.896120.5603,-0
23.8937120.5345,-0
23.8991120.5617,-0
23.8992120.5634,-0
23.9002120.499,-0
23.8941120.5732,-0
23.8935120.5664,-0
23.8778120.4647,-0
23.8098120.4422,-0
23.8889120.5153,-0
23.9058120.5507,-0
23.9079120.578,-0
23.8977120.5636,-0
23.8981120.5678,-0
23.8995120.5106,-0
23.8927120.5738,-0
23.8895120.5556,-0
23.8898120.5589,-0
23.8938120.5168,-0
23.8919120.5137,-0
23.8964120.565,-0
23.8997120.5132,-0
23.8973120.5403,-0
23.9120.5723,-0
23.9025120.5475,-0
23.8884120.4732,-0
23.8945120.5072,-0
23.904120.5477,-0
23.8875120.4433,-0
23.8989120.5772,-0
23.8982120.5687,-0
23.9034120.5588,-0
23.9042120.5691,-0
23.902120.5223,-0
23.9036120.5422,-0
23.9023120.5253,-0
23.8837120.5585,-0
23.886120.582,-0
23.8747120.4497,-0
23.892120.4959,-0
23.8991120.543,-0
23.9256120.5274,-0
23.9126120.5827,-0
23.9132120.5914,-0
23.9201120.5133,-0
23.8915120.5444,-0
23.8916120.5452,-0
23.8911120.5045,-0
23.9189120.5661,-0
23.9185120.5609,-0
23.9161120.4736,-0
23.8939120.571,-0
23.8961120.595,-0
23.8973120.4825,-0
23.9073120.5517,-0
23.9087120.5696,-0
23.8968120.5347,-0
23.8795120.4826,-0
23.9116120.5483,-0
23.9036120.5615,-0
23.9126120.5828,-0
23.9108120.5569,-0
23.8914120.5078,-0
23.885120.4895,-0
23.9017120.5383,-0
23.9017120.5375,-0
23.8809120.5138,-0
23.8904120.5321,-0
23.8761120.4811,-0
23.9054120.5253,-0
23.9066120.5412,-0
23.8922120.4602,-0
23.8942120.522,-0
23.8978120.5644,-0
23.9003120.5207,-0
23.9033120.5575,-0
23.8899120.5259,-0
23.908120.4968,-0
23.8763120.5453,-0
23.8799120.5801,-0
23.9069120.5463,-0
23.9072120.5496,-0
23.8926120.465,-0
23.912120.5309,-0
23.913120.5886,-0
23.9134120.5939,-0
23.8881120.5403,-0
23.9011120.5674,-0
23.903120.5915,-0
23.9018120.5196,-0
23.9076120.5939,-0
23.9073120.5895,-0
23.9049120.5188,-0
23.8856120.5134,-0
23.9049120.5785,-0
23.9048120.5768,-0
23.8902120.5636,-0
23.8892120.5519,-0
23.8881120.4693,-0
23.8959120.56,-0
23.8954120.5541,-0
23.9067120.5826,-0
23.9061120.5749,-0
23.8996120.5499,-0
23.9003120.5584,-0
23.8933120.3665,-0
23.895120.5497,-0
23.8954120.5538,-0
23.8972120.5575,-0
23.8893120.5536,-0
23.8925120.5883,-0
23.9007120.5051,-0
23.8958120.541,-0
23.8986120.5738,-0
23.9079120.5592,-0
23.9075120.5533,-0
23.9221120.5938,-0
23.9213120.5805,-0
23.8849120.5053,-0
23.8871120.5126,-0
23.8978120.5646,-0
23.8943120.486,-0
23.89120.5273,-0
23.9041120.549,-0
23.9049120.5592,-0
23.9037120.563,-0
23.9034120.5596,-0
23.8966120.5326,-0
23.8998120.5703,-0
23.895120.549,-0
23.8974120.5768,-0
23.8909120.5542,-0
23.8917120.5626,-0
23.907120.5663,-0
23.9068120.5646,-0
23.8814120.5028,-0
23.9103120.55,-0
23.9104120.5526,-0
23.9052120.563,-0
23.9061120.5741,-0
23.9112120.5423,-0
23.8927120.5232,-0
23.9039120.5459,-0
23.905120.5603,-0
23.9048120.5579,-0
23.9043120.552,-0
23.926120.5073,-0
23.7368120.5022,-0
23.9012120.5311,-0
23.9032120.557,-0
23.9147120.5707,-0
23.9131120.5467,-0
23.894120.5012,-0
23.9131120.5685,-0
23.912120.5539,-0
23.899120.5608,-0
23.9001120.5735,-0
23.9107120.5357,-0
23.9107120.5357,-0
23.8962120.563,-0
23.8957120.557,-0
23.9031120.5157,-0
23.906120.4909,-0
23.9066120.5613,-0
23.9077120.5758,-0
23.8085120.5374,-0
23.8113120.5541,-0
23.8878120.5204,-0
23.8973120.576,-0
23.8956120.5566,-0
23.9231120.5371,-0
23.9212120.5791,-0
23.9211120.5774,-0
23.8948120.5289,-0
23.8963120.5471,-0
23.9091120.5941,-0
23.9087120.5897,-0
23.8923120.4812,-0
23.9012120.5874,-0
23.902120.5961,-0
23.9012120.5313,-0
23.9003120.5762,-0
23.8978120.5457,-0
23.9002120.5574,-0
23.8998120.5523,-0
23.9042120.5499,-0
23.9056120.5678,-0
23.9044120.5533,-0
23.8938120.4796,-0
23.8929120.5069,-0
23.9152120.5564,-0
23.914120.5377,-0
23.9102120.5497,-0
23.9107120.5565,-0
23.8958120.5221,-0
23.9074120.5521,-0
23.9087120.5692,-0
23.9041120.5489,-0
23.9069120.5848,-0
23.8884120.4734,-0
23.9081120.5198,-0
23.6202120.4755,-0
23.8848120.4318,-0
23.9074120.5522,-0
23.9066120.5421,-0
23.895120.4944,-0
23.8966120.4533,-0
23.8744120.5269,-0
23.903120.5543,-0
23.9035120.5602,-0
23.9037120.5437,-0
23.8931120.5617,-0
23.8913120.5417,-0
23.8829120.5176,-0
23.9063120.5381,-0
23.8951120.533,-0
23.904120.5474,-0
23.897120.5373,-0
23.9042120.5505,-0
23.8959120.5242,-0
23.9124120.5587,-0
23.9118120.551,-0
23.8863120.4861,-0
23.8848120.5377,-0
23.9114120.5451,-0
23.9113120.5434,-0
23.8662120.5643,-0
23.901120.5088,-0
23.8989120.4824,-0
23.9054120.5464,-0
23.905120.5405,-0
23.9038120.5255,-0
23.905120.5405,-0
23.9053120.5447,-0
23.8978120.5645,-0
23.8988120.5756,-0
23.8971120.5378,-0
23.909120.5739,-0
23.9089120.5722,-0
23.9057120.5297,-0
23.9089120.5729,-0
23.9093120.5148,-0
23.9171120.5395,-0
23.9178120.5497,-0
23.9123120.5571,-0
23.911120.5393,-0
24.082120.5781,-0
24.0656120.5649,-0
23.9029120.5337,-0
23.3971120.414,-0
23.3998120.4194,-0
23.897120.5546,-0
23.8971120.5563,-0
23.9095120.5403,-0
23.9096120.5412,-0
23.8952120.5338,-0
23.8964120.5479,-0
23.9046120.5743,-0
23.9042120.5692,-0
23.9054120.5259,-0
23.9063120.5384,-0
23.9085120.5265,-0
23.9109120.5594,-0
23.9121120.5542,-0
23.9205120.5191,-0
23.9219120.542,-0
23.9055120.5851,-0
23.9033120.5576,-0
23.9077120.5145,-0
23.9065120.5406,-0
23.9073120.5507,-0
23.8424120.5449,-0
23.9138120.5579,-0
23.9134120.5519,-0
23.904120.5276,-0
23.8969120.5352,-0
23.909120.5737,-0
23.9102120.5893,-0
23.8971120.5564,-0
23.9065120.5803,-0
23.9074120.5908,-0
23.9068120.5837,-0
23.9061120.575,-0
23.9622120.5079,-0
23.8998120.5879,-0
23.8997120.5862,-0
23.8918120.5638,-0
23.8906120.5505,-0
23.8974120.5227,-0
23.8943120.4852,-0
23.8904120.4778,-0
23.8971120.538,-0
23.8976120.5438,-0
23.9029120.5902,-0
23.9024120.5842,-0
23.8567120.5225,-0
23.8882120.5075,-0
23.9034120.5401,-0
23.9047120.557,-0
23.891120.5389,-0
23.8924120.5538,-0
23.9038120.5447,-0
23.9031120.5551,-0
23.9033120.5585,-0
23.9122120.5349,-0
23.9019120.5407,-0
23.8929120.5069,-0
23.8984120.5538,-0
23.8984120.5538,-0
23.8879120.5215,-0
23.9036120.5428,-0
23.8985120.5547,-0
23.8993120.564,-0
23.9074120.5108,-0
23.8834120.5232,-0
23.9016120.5742,-0
23.8992120.5454,-0
23.9006120.4835,-0
23.9106120.5113,-0
23.9021120.5463,-0
23.9049120.5821,-0
23.8941120.5524,-0
23.8788120.5839,-0
23.8769120.5655,-0
23.8727120.4955,-0
23.8306120.538,-0
23.8335120.5583,-0
23.9027120.4904,-0
23.9105120.5528,-0
23.911120.5597,-0
23.903120.515,-0
23.9095120.538,-0
23.9092120.5329,-0
23.9028120.5339,-0
23.9078120.5771,-0
23.9088120.5902,-0
23.9044120.5131,-0
23.8926120.5037,-0
23.9082120.5627,-0
23.9078120.5576,-0
23.9036120.5618,-0
23.9055120.5858,-0
23.9025120.5854,-0
23.9016120.5734,-0
23.8934120.5304,-0
23.9121120.5558,-0
23.9129120.5669,-0
23.9043120.5504,-0
23.9046120.5748,-0
23.9049120.5783,-0
23.9038120.6011,-0
23.9049120.6144,-0
23.8976120.5786,-0
23.8959120.5591,-0
23.9091120.5335,-0
23.8995120.4481,-0
23.894120.5379,-0
23.8969120.5706,-0
23.9035120.5012,-0
23.9122120.5763,-0
23.911120.5608,-0
23.9043120.5323,-0
23.9054120.5457,-0
23.8952120.5339,-0
23.8916120.4918,-0
23.8954120.4985,-0
23.8868120.436,-0
23.9031120.536,-0
23.9135120.5955,-0
23.9134120.5929,-0
23.9054120.5848,-0
23.9062120.5944,-0
23.9054120.5457,-0
23.9072120.5695,-0
23.9149120.552,-0
23.9149120.5511,-0
23.9043120.5509,-0
23.905120.5602,-0
23.9031120.4954,-0
23.9079120.5587,-0
23.9086120.5681,-0
23.895120.5494,-0
23.8981120.5316,-0
23.8983120.5341,-0
23.8888120.5141,-0
23.9005120.5231,-0
23.902120.5414,-0
23.897120.5177,-0
23.8858120.5794,-0
23.8861120.5828,-0
23.92120.5606,-0
23.9196120.5537,-0
23.8922120.4985,-0
23.9072120.4861,-0
23.8971120.4805,-0
23.9018120.5759,-0
23.8996120.5496,-0
23.8141120.5328,-0
23.8899120.5432,-0
23.9098120.5004,-0
23.9003120.5586,-0
23.8982120.5321,-0
24.0998120.5444,-0
24.1002120.5403,-0
23.8984120.5529,-0
23.8981120.5495,-0
23.8991120.5058,-0
23.9097120.5212,-0
23.8967120.5683,-0
23.8954120.554,-0
23.8849120.488,-0
23.9073120.5715,-0
23.9055120.5476,-0
23.8872120.5309,-0
23.8904120.5483,-0
23.8901120.5458,-0
23.906120.5544,-0
23.9073120.5707,-0
23.9067120.563,-0
23.9009120.5275,-0
23.9093120.5367,-0
23.91120.546,-0
23.9053120.5647,-0
23.9076120.5942,-0
23.9002120.5566,-0
23.9028120.5883,-0
23.907120.5473,-0
23.9097120.5824,-0
23.9017120.5373,-0
23.8812120.4998,-0
23.9056120.5676,-0
23.9056120.5685,-0
23.9035120.5601,-0
23.9041120.5678,-0
23.8919120.5308,-0
23.8996120.5318,-0
23.8916120.5095,-0
23.9014120.5341,-0
23.9014120.5143,-0
23.8974120.5232,-0
23.8845120.551,-0
23.8848120.5535,-0
23.9123120.5788,-0
23.9116120.5693,-0
23.9104120.5083,-0
23.9019120.5006,-0
23.8813120.4669,-0
23.8958120.5584,-0
23.8979120.5822,-0
23.892120.5662,-0
23.8894120.5379,-0
23.898120.5487,-0
23.898120.5487,-0
23.9146120.5684,-0
23.914120.5598,-0
23.8985120.4979,-0
23.8895120.5219,-0
23.9054120.5845,-0
23.9034120.5596,-0
23.9115120.5018,-0
23.913120.5672,-0
23.912120.5527,-0
23.8971120.5383,-0
23.8862120.5028,-0
23.8918120.4944,-0
23.9120.5549,-0
23.9007120.5633,-0
23.8942120.5218,-0
23.9072120.4864,-0
23.8857120.4968,-0
23.8932120.5283,-0
23.8976120.5794,-0
23.8952120.5335,-0
23.8972120.5568,-0
23.9062120.5363,-0
23.9096120.5818,-0
23.9089120.5722,-0
23.8964120.5292,-0
23.9032120.557,-0
23.894120.5376,-0
23.8991120.5794,-0
23.8962120.5267,-0
23.9444120.5353,-0
23.8983120.5344,-0
23.9151120.5756,-0
23.915120.5747,-0
23.8937120.5687,-0
23.8933120.5645,-0
23.9078120.4717,-0
23.9172120.5168,-0
23.9184120.5112,-0
23.8855120.5122,-0
23.9201120.5619,-0
23.9211120.5776,-0
23.9053120.5249,-0
23.9066120.5416,-0
23.8875120.5338,-0
23.894120.5196,-0
23.9171120.5393,-0
23.9046120.5552,-0
23.9049120.5594,-0
23.9071120.5482,-0
23.9051120.5427,-0
23.9053120.5453,-0
23.8857120.4422,-0
23.8897120.5413,-0
23.9012120.5688,-0
23.902120.5791,-0
23.8934120.5311,-0
23.9039120.5065,-0
24.0449120.5151,-0
23.901120.5667,-0
23.9009120.565,-0
23.8891120.4623,-0
23.8959120.5238,-0
23.9135120.5948,-0
23.9119120.5729,-0
23.906120.5729,-0
23.906120.5729,-0
23.8973120.54,-0
23.9087120.6085,-0
23.9079120.5979,-0
23.9181120.5539,-0
23.9181120.5539,-0
23.8983120.5344,-0
23.8992120.5452,-0
23.9226120.5543,-0
23.9238120.5734,-0
23.9028120.5512,-0
23.9044120.5716,-0
23.884120.576,-0
23.885120.5862,-0
23.9018120.4993,-0
23.891120.5388,-0
23.7303120.5169,-0
23.8958120.522,-0
23.9028120.5521,-0
23.9022120.5445,-0
23.9102120.5891,-0
23.9106120.5943,-0
23.8842120.4978,-0
23.9168120.5787,-0
23.9176120.591,-0
23.902120.5023,-0
23.9073120.5099,-0
23.8921120.5504,-0
23.8907120.5347,-0
23.9018120.594,-0
23.9014120.5888,-0
23.9017120.5384,-0
23.9032120.5569,-0
23.8949120.5302,-0
23.9002120.5196,-0
23.8895120.4858,-0
23.9108120.5582,-0
23.9112120.5634,-0
23.8958120.522,-0
23.9029120.5902,-0
23.9015120.5729,-0
23.8952120.5512,-0
23.9036120.5223,-0
23.9053120.5832,-0
23.9032120.5566,-0
23.892120.5147,-0
23.9045120.5544,-0
23.9047120.5561,-0
23.9163120.5941,-0
23.9163120.5941,-0
23.9120.4964,-0
23.8995120.5483,-0
23.9017120.5183,-0
23.9036120.5422,-0
23.9015120.5162,-0
23.8962120.5272,-0
23.8975120.5429,-0
23.8974120.5226,-0
23.9037120.5437,-0
23.8932120.5629,-0
23.8911120.5396,-0
23.9072120.486,-0
23.9017120.4975,-0
23.7282120.479,-0
23.8919120.5138,-0
23.9120.517,-0
23.8985120.4978,-0
23.8931120.4904,-0
23.9167120.5324,-0
23.912120.531,-0
23.8985120.5725,-0
23.8977120.5632,-0
23.8996120.4702,-0
23.9032120.5372,-0
23.904120.5481,-0
23.8938120.5171,-0
23.9031120.5158,-0
23.8993120.5072,-0
23.7245120.5275,-0
23.8925120.5204,-0
23.9008120.5267,-0
23.9027120.5509,-0
23.8932120.5279,-0
23.9094120.538,-0
23.9164120.5733,-0
23.9156120.562,-0
23.903120.5354,-0
23.9053120.5641,-0
23.9009120.5281,-0
23.903120.494,-0
23.8937120.5156,-0
23.9052120.5229,-0
23.923120.5603,-0
23.9226120.5543,-0
23.8799120.4872,-0
23.9019120.5399,-0
23.9027120.5508,-0
23.9092120.5142,-0
23.9022120.5252,-0
23.8837120.4929,-0
23.9095120.5999,-0
23.9082120.5824,-0
23.9054120.5257,-0
23.9067120.5433,-0
23.9043120.57,-0
23.9024120.5463,-0
23.9048120.5182,-0
23.907120.5466,-0
23.8958120.503,-0
23.8807120.5735,-0
23.9027120.5507,-0
23.904120.5668,-0
23.9126120.5822,-0
23.9124120.5796,-0
23.9131120.5249,-0
23.9156120.5622,-0
23.9121120.5325,-0
23.8992120.5062,-0
23.891120.4657,-0
23.9142120.4174,-0
23.9078120.5774,-0
23.9062120.556,-0
23.8995120.567,-0
23.8991120.562,-0
23.8854120.4939,-0
23.8688120.518,-0
23.9093120.5781,-0
23.9098120.5842,-0
23.8852120.5085,-0
23.9045120.5339,-0
23.895120.5492,-0
23.8962120.5634,-0
23.9037120.5036,-0
23.902120.5221,-0
23.8879120.5384,-0
23.8911120.5726,-0
23.9155120.5141,-0
23.9207120.5944,-0
23.9202120.5864,-0
23.9205120.5913,-0
23.9191120.5703,-0
23.8906120.4984,-0
23.9194120.5514,-0
23.9193120.5489,-0
23.8988120.5401,-0
23.915120.5748,-0
23.9146120.5696,-0
23.9057120.5693,-0
23.9039120.5464,-0
23.9094120.5388,-0
23.9107120.5566,-0
23.9016120.4757,-0
23.9035120.5418,-0
23.9049120.5586,-0
23.8935120.5321,-0
23.8992120.5452,-0
23.8984120.5349,-0
23.8951120.5504,-0
23.8943120.5413,-0
23.8944120.5239,-0
23.9079120.5786,-0
23.9066120.5622,-0
23.774120.4622,-0
23.8855120.4951,-0
23.9485120.5608,-0
23.9489120.5733,-0
23.9003120.5757,-0
23.8994120.5654,-0
23.9023120.5264,-0
23.9041120.5678,-0
23.9033120.5575,-0
23.9062120.5366,-0
23.9066120.5424,-0
23.9042120.5695,-0
23.9052120.5815,-0
23.5946120.4754,-0
23.9076120.4693,-0
23.9043120.5113,-0
23.907120.5053,-0
23.9027120.551,-0
23.902120.5417,-0
23.8897120.4697,-0
23.8981120.5311,-0
23.8987120.5385,-0
23.9169120.536,-0
23.9176120.547,-0
23.8996120.5499,-0
23.8996120.5499,-0
23.8997120.551,-0
23.9014120.5714,-0
23.8798120.4854,-0
23.9072120.508,-0
23.8967120.4755,-0
23.9083120.5229,-0
23.8906120.4803,-0
23.8918120.4937,-0
23.9028120.512,-0
23.9215120.5845,-0
23.9187120.5395,-0
23.9102120.528,-0
23.9024120.5278,-0
23.8917120.4922,-0
23.9115120.5012,-0
23.9001120.4984,-0
23.8967120.5333,-0
23.8977120.527,-0
23.8955120.5189,-0
23.9004120.5594,-0
23.9005120.5602,-0
23.9151120.5539,-0
23.9161120.5694,-0
23.8844120.5335,-0
23.8862120.5524,-0
23.9067120.5435,-0
23.9076120.5554,-0
23.9019120.5,-0
23.8889120.5488,-0
23.8899120.5596,-0
23.9053120.5242,-0
23.9101120.504,-0
23.912120.5322,-0
23.8893120.4651,-0
23.9002120.4784,-0
23.796120.5012,-0
23.895120.5317,-0
23.9005120.5031,-0
23.9027120.6045,-0
23.9008120.5818,-0
23.8961120.526,-0
23.897120.5548,-0
23.8968120.5523,-0
23.8841120.4802,-0
23.8892120.5357,-0
23.9045120.5726,-0
23.9022120.5446,-0
23.9104120.5314,-0
23.8944120.5427,-0
23.906120.5341,-0
23.9063120.5383,-0
23.9018120.5386,-0
23.7062120.4591,-0
23.8961120.5266,-0
23.9209120.5253,-0
23.896120.4663,-0
23.9105120.5538,-0
23.8721120.5197,-0
23.8932120.5286,-0
23.8955120.5551,-0
23.8983120.5525,-0
23.902120.5415,-0
23.9026120.549,-0
23.8945120.488,-0
23.9012120.5691,-0
23.902120.5794,-0
23.9052120.5228,-0
23.805120.5064,-0
23.9418120.5805,-0
23.9056120.5677,-0
23.9057120.5695,-0
23.919120.5686,-0
23.9187120.5634,-0
23.9089120.4866,-0
23.8939120.5181,-0
23.8968120.5528,-0
23.6788120.4878,-0
23.6363120.4808,-0
23.9072120.5074,-0
23.9096120.5415,-0
23.8972120.4817,-0
23.9043120.5708,-0
23.9062120.5942,-0
23.8937120.5161,-0
23.9136120.5546,-0
23.8871120.5294,-0
23.9114120.5231,-0
23.8894120.5381,-0
23.8988120.5403,-0
23.8791120.5863,-0
23.8778120.5745,-0
23.8597120.5081,-0
23.9161120.5692,-0
23.9162120.57,-0
23.9132120.5485,-0
23.9147120.57,-0
23.8914120.5433,-0
23.8908120.5367,-0
23.8994120.4891,-0
23.8911120.4855,-0
23.8934120.5657,-0
23.8942120.5741,-0
23.9012120.5312,-0
23.8583120.5488,-0
23.9017120.4974,-0
23.8983120.5339,-0
23.901120.5666,-0
23.911120.5388,-0
23.8951120.5321,-0
23.8972120.4812,-0
23.9091120.5339,-0
23.9098120.5431,-0
23.8998120.5139,-0
23.911120.4948,-0
23.9023120.5822,-0
23.9031120.5926,-0
23.9872120.5434,-0
23.9872120.5361,-0
23.9086120.506,-0
23.9485120.6002,-0
23.947120.5623,-0
23.8127120.5536,-0
23.8921120.5678,-0
23.8928120.5754,-0
23.9049120.5394,-0
23.9022120.5445,-0
23.8912120.5573,-0
23.8917120.5632,-0
23.9068120.5447,-0
23.8877120.5361,-0
23.8964120.5297,-0
23.9113120.565,-0
23.9128120.5858,-0
23.9128120.5854,-0
23.9122120.5767,-0
23.8736120.5626,-0
23.8992120.5442,-0
23.8939120.5182,-0
23.762120.5035,-0
23.8956120.52,-0
23.8799120.5353,-0
23.9176120.446,-0
23.9033120.519,-0
23.9047120.5365,-0
23.9071120.5678,-0
23.9109120.5381,-0
23.9115120.5457,-0
23.9028120.5126,-0
23.9096120.5823,-0
23.9101120.5884,-0
24.44120.6365,-0
24.4759120.6778,-0
25.0918120.8072,-0
24.6056120.7734,-0
25.1136120.8207,-0
25.1237120.8091,-0
24.3335120.5315,-0
23.5537120.4483,-0
23.5522120.4514,-0
23.5413120.4098,-0
23.6201120.4882,-0
23.623120.4833,-0
24.4152120.6795,-0
24.4164120.6769,-0
24.4293120.6848,-0
24.4293120.6848,-0
24.424120.6601,-0
24.533120.7363,-0
24.5551120.685,-0
24.6299120.6822,-0
24.5003120.681,-0
24.4862120.7069,-0
24.7555120.6881,-0
24.7987120.7499,-0
24.8379120.7436,-0
24.8013120.7815,-0
24.7198120.6979,-0
24.8434120.754,-0
24.8626120.7346,-0
24.8727120.6494,-0
24.8273120.6994,-0
24.7768120.6971,-0
24.7158120.8022,-0
24.8287120.7085,-0
24.8531120.692,-0
24.8551120.7337,-0
24.8564120.7439,-0
24.9163120.7001,-0
25.0257120.7178,-0
25.1252120.79,-0
25.18120.7613,-0
25.2424120.796,-0
25.1929120.8287,-0
25.0691120.9664,-0
25.0223120.9948,-0
24.4875120.6827,-0
24.4949120.6652,-0
24.4662120.6021,-0
24.6222120.7721,-0
24.4525120.6773,-0
24.7796120.8139,-0
25.1415120.8141,-0
24.5562120.7414,-0
24.6272120.8186,-0
25.021120.9633,-0
25.0497120.945,-0
25.0396120.9419,-0
24.977120.8987,-0
24.9227120.8104,-0
24.9358120.799,-0
24.6967120.8478,-0
24.717120.7804,-0
24.587120.7642,-0
24.5782120.7769,-0
24.7712120.8176,-0
24.9026120.8551,-0
24.5268120.7346,-0
24.5366120.7334,-0
24.5479120.7354,-0
24.5071120.7301,-0
24.5835120.7666,-0
24.5757120.7778,-0
24.6873120.8391,-0
24.9649120.8028,-0
24.5563120.7762,-0
24.6981120.8907,-0
25.0108120.5869,-0
24.78120.806,-0
24.9751120.7346,-0
24.9675120.7414,-0
24.9228120.818,-0
24.9154120.8244,-0
24.559120.7938,-0
24.5714120.7758,-0
24.5234120.6882,-0
24.3243120.7258,-0
24.7702120.7582,-0
24.7813120.7801,-0
24.7426120.8023,-0
24.7413120.8,-0
24.7576120.799,-0
24.4126120.6191,-0
24.453120.6648,-0
25.3128120.9748,-0
25.3675120.948,-0
25.3409120.9747,-0
25.334120.978,-0
25.3431120.8497,-0
25.2708120.8911,-0
25.3232120.8496,-0
25.0704120.7333,-0
24.1699120.5856,-0
24.6094120.8058,-0
24.6051120.7841,-0
23.9315120.5416,-0
24.4093120.6894,-0
24.4251120.7055,-0
25.0797120.9769,-0
24.817121.042,-0
24.7971121.0167,-0
24.663120.8479,-0
25.4784120.8414,-0
25.1965121.0071,-0
25.0769120.9177,-0
24.5635120.7303,-0
25.0473120.9565,-0
25.0473120.9565,-0
24.5418120.6948,-0
24.5107120.7776,-0
24.5405120.7296,-0
24.5953120.76,-0
24.5602120.7649,-0
25.0819120.9676,-0
25.0818120.9629,-0
25.0623120.8871,-0
25.0601120.8786,-0
25.0634120.936,-0
25.0379120.864,-0
25.0465120.9407,-0
25.0349120.8153,-0
25.0015120.7345,-0
25.0158120.8428,-0
24.4006120.5984,-0
24.4006120.5984,-0
25.0408120.7982,-0
24.5632120.7279,-0
25.0688120.9033,-0
25.3139120.9877,-0
25.0498120.8709,-0
25.0046120.903,-0
24.835120.8463,-0
24.5947120.7533,-0
24.5861120.7507,-0
23.743120.5319,-0
23.6336120.4619,-0
23.6309120.4666,-0
23.7508120.4971,-0
23.9274120.5732,-0
23.9967120.5958,-0
24.2459120.6729,-0
24.924120.7249,-0
24.7846120.7221,-0
24.7275120.8008,-0
24.7363120.7976,-0
24.3192120.7035,-0
24.325120.6875,-0
24.2917120.7018,-0
24.2933120.697,-0
25.0637120.8955,-0
25.0648120.9165,-0
24.4195120.6316,-0
24.4508120.6667,-0
24.5225120.7435,-0
25.064120.8719,-0
24.5647120.7633,-0
24.6724120.8695,-0
24.646120.8367,-0
24.5784120.8032,-0
24.6136120.7965,-0
24.4864120.6919,-0
24.5575120.7624,-0
24.3769120.5838,-0
24.404120.6142,-0
24.985120.9831,-0
24.4708120.6956,-0
23.2779121.3474,-0
25.019121.0194,-0
24.9849120.9865,-0
24.978120.9879,-0
24.8392120.7737,-0
24.4807120.6637,-0
24.8431120.8241,-0
24.9463120.9492,-0
24.6826120.685,-0
24.4653120.6341,-0
24.7255120.7995,-0
24.5304120.7524,-0
24.5318120.7344,-0
24.5474120.7584,-0
24.7448120.7135,-0
24.6828120.8057,-0
