經度緯度,電流強度(kA)0
24.5413121.8687,-0
24.5541121.8733,-0
24.5363121.8887,-0
24.3913121.8089,-0
24.4001121.8131,-0
24.3862121.8004,-0
24.3353121.78,-0
24.3394121.7789,-0
24.3581121.7807,-0
24.6637121.6207,-0
24.3549121.7972,-0
24.5406121.8745,-0
24.5239121.861,-0
24.5192121.871,-0
24.5712121.8861,-0
24.5937121.8822,-0
24.5795121.876,-0
24.5272121.8661,-0
24.5659121.8775,-0
24.5682121.8785,-0
24.5219121.8709,-0
24.5521121.8791,-0
24.5302121.8881,-0
24.5346121.8973,-0
24.5157121.8649,-0
24.5318121.8703,-0
24.5312121.8708,-0
24.5333121.8627,-0
24.5327121.8632,-0
24.5446121.8708,-0
24.5382121.8714,-0
24.526121.8703,-0
24.5267121.8706,-0
24.531121.8674,-0
24.4985121.8801,-0
24.5195121.8718,-0
24.5374121.8661,-0
24.4624121.8692,-0
24.4856121.8481,-0
24.5195121.8804,-0
24.5348121.8725,-0
24.4817121.873,-0
24.4936121.8603,-0
24.5036121.8513,-0
24.5106121.8548,-0
24.5391121.8592,-0
24.5241121.8615,-0
24.554121.8766,-0
24.4046121.8123,-0
24.4343121.8221,-0
24.4547121.8334,-0
24.4722121.8431,-0
24.5502121.7727,-0
24.4596121.839,-0
24.4382121.8219,-0
24.4129121.829,-0
24.4459121.8318,-0
24.4342121.824,-0
24.436121.8323,-0
24.4204121.8433,-0
24.4403121.8298,-0
24.4886121.8385,-0
24.4544121.8305,-0
24.4568121.8257,-0
24.4897121.8447,-0
24.5109121.8741,-0
24.5314121.8569,-0
24.542121.8808,-0
24.5065121.8529,-0
24.5054121.8538,-0
24.5509121.8829,-0
24.5208121.8696,-0
24.5277121.8638,-0
24.4887121.8519,-0
24.4978121.8579,-0
24.5053121.8499,-0
24.5182121.8614,-0
24.4922121.8437,-0
24.482121.8561,-0
24.5208121.8423,-0
24.4738121.8622,-0
24.4697121.8641,-0
24.4817121.8506,-0
24.4892121.8576,-0
24.4722121.8398,-0
24.4921121.8627,-0
24.5009121.8684,-0
24.5201121.8728,-0
24.5045121.8533,-0
24.5092121.8595,-0
24.5361121.8634,-0
24.5265121.8623,-0
24.5068121.8572,-0
24.5057121.8687,-0
24.4783121.8753,-0
24.4964121.8545,-0
24.5215121.8646,-0
24.3658121.938,-0
24.4763121.8529,-0
24.4289121.8722,-0
24.452121.8488,-0
24.5041121.847,-0
24.4717121.8468,-0
24.4643121.8614,-0
24.4714121.8331,-0
24.4971121.8388,-0
24.4532121.8416,-0
24.4567121.8665,-0
24.473121.8473,-0
24.481121.8511,-0
24.4642121.8574,-0
24.4877121.8604,-0
24.4767121.8717,-0
24.4609121.8901,-0
24.5008121.8726,-0
24.5113121.8663,-0
24.5078121.8434,-0
24.4761121.8823,-0
24.5124121.8657,-0
24.5164121.8624,-0
24.5139121.8708,-0
24.4094121.8182,-0
24.4104121.8223,-0
24.4051121.8137,-0
24.4196121.8347,-0
24.4279121.8388,-0
24.4455121.8448,-0
24.3712121.7946,-0
24.4109121.8212,-0
24.4248121.8143,-0
24.4424121.8215,-0
24.3997121.8281,-0
24.4472121.8273,-0
24.4289121.8114,-0
24.3611121.8076,-0
24.3958121.8268,-0
24.3733121.8153,-0
24.3781121.805,-0
24.3955121.8053,-0
24.4353121.8323,-0
24.4103121.8131,-0
24.3995121.8081,-0
24.449121.827,-0
24.4189121.8219,-0
24.4575121.8301,-0
24.4357121.8317,-0
24.4513121.8426,-0
24.426121.8188,-0
24.4682121.8388,-0
24.4096121.8297,-0
24.4178121.8423,-0
24.4295121.8237,-0
24.4118121.823,-0
24.4453121.836,-0
24.4276121.8407,-0
24.3888121.8271,-0
24.408121.8322,-0
24.3886121.849,-0
24.4277121.813,-0
24.4335121.8217,-0
24.4358121.8202,-0
24.438121.8286,-0
24.4473121.8442,-0
24.4587121.8455,-0
24.4654121.8338,-0
24.4593121.8399,-0
24.4116121.8137,-0
24.4421121.8393,-0
24.4485121.8327,-0
24.4524121.8334,-0
24.4521121.832,-0
24.452121.8384,-0
24.4052121.8241,-0
24.4084121.8082,-0
24.4032121.8157,-0
24.4594121.8375,-0
24.429121.8293,-0
24.4344121.8323,-0
24.3842121.8104,-0
24.3842121.8104,-0
24.4231121.8184,-0
24.3925121.8031,-0
24.4258121.8142,-0
24.4118121.8257,-0
24.4077121.8155,-0
24.3949121.8161,-0
24.3841121.8109,-0
24.399121.802,-0
24.3791121.8096,-0
24.3901121.8031,-0
24.3817121.807,-0
24.3852121.8155,-0
24.3812121.8135,-0
24.3943121.8057,-0
24.3859121.7953,-0
24.3962121.7998,-0
24.3958121.7979,-0
24.3573121.7966,-0
24.406121.8181,-0
24.3752121.7926,-0
24.3783121.794,-0
24.3598121.7924,-0
24.3691121.7956,-0
24.3765121.7883,-0
24.3854121.8118,-0
24.3158121.7668,-0
24.3049121.7682,-0
24.3099121.7647,-0
24.326121.7719,-0
24.3108121.7868,-0
24.3414121.799,-0
24.3624121.7921,-0
24.3683121.7758,-0
24.3694121.7762,-0
24.3302121.7885,-0
24.3471121.7968,-0
24.3095121.8141,-0
24.444121.832,-0
24.4547121.83,-0
24.4595121.8348,-0
24.5257121.8885,-0
24.5474121.8778,-0
24.5489121.8634,-0
24.5374121.8692,-0
24.5148121.8796,-0
24.5187121.8636,-0
24.5279121.8673,-0
24.7281121.9554,-0
24.7261121.9679,-0
24.6726121.9302,-0
24.5198121.881,-0
24.5376121.8655,-0
24.7502121.9778,-0
24.7709121.9705,-0
24.7659121.99,-0
24.7364121.9629,-0
24.7591121.9759,-0
24.7314121.9496,-0
24.7191121.9573,-0
24.5864121.8969,-0
24.5744121.8916,-0
24.6094121.8675,-0
24.6094121.8675,-0
24.3797121.8337,-0
24.3721121.8296,-0
24.387121.8032,-0
24.8053122.0286,-0
24.8192121.997,-0
24.7925122.0326,-0
24.8292122.0133,-0
24.811122.0175,-0
24.7554121.9759,-0
24.8026121.9843,-0
24.7527121.9781,-0
24.7485121.9687,-0
24.6948121.9564,-0
24.7076121.9504,-0
24.6937121.9568,-0
24.6826121.9585,-0
24.6936121.9431,-0
24.6834121.9413,-0
24.6777121.9413,-0
24.6828121.9338,-0
24.7334121.9506,-0
24.7064121.9476,-0
24.7082121.9367,-0
24.6783121.9363,-0
24.6215121.8997,-0
24.6114121.9108,-0
24.6057121.9125,-0
24.5994121.9103,-0
24.6357121.9268,-0
24.6392121.9285,-0
24.6409121.9229,-0
24.642121.9344,-0
24.6671121.9269,-0
24.6534121.9341,-0
24.6681121.9456,-0
24.6709121.9241,-0
24.6819121.95,-0
24.6904121.9482,-0
24.6454121.9434,-0
24.6454121.9434,-0
24.6735121.9275,-0
24.6277121.941,-0
24.639121.9274,-0
24.6265121.9214,-0
24.6455121.9491,-0
24.6462121.9494,-0
24.6152121.9021,-0
24.6152121.9021,-0
24.6616121.925,-0
24.228121.7291,-0
24.2408121.7388,-0
24.2512121.7384,-0
24.2281121.7297,-0
24.735121.9746,-0
24.7394121.9672,-0
24.7422121.9559,-0
24.7311121.9481,-0
24.7286121.9521,-0
24.7206121.9607,-0
24.6671121.9404,-0
24.319121.7685,-0
24.2789121.7546,-0
24.3112121.7701,-0
24.3245121.7744,-0
24.3279121.7727,-0
24.3222121.7701,-0
24.3246121.7729,-0
24.3355121.778,-0
24.3124121.7679,-0
24.3326121.7813,-0
24.3478121.7884,-0
24.3303121.7773,-0
24.3202121.7727,-0
24.2172121.7271,-0
24.2381121.7336,-0
24.2153121.7304,-0
24.224121.727,-0
24.2116121.7146,-0
24.2076121.7193,-0
24.1981121.7171,-0
24.2131121.7196,-0
24.1738121.7046,-0
24.1901121.7094,-0
24.1992121.7196,-0
24.1855121.7118,-0
24.1534121.705,-0
24.1629121.7018,-0
24.198121.7175,-0
24.2014121.7187,-0
24.2015121.7313,-0
24.2248121.7349,-0
24.1765121.7066,-0
24.1975121.7141,-0
24.234121.7368,-0
24.2341121.7378,-0
24.2381121.7362,-0
24.2177121.7305,-0
24.3623121.8092,-0
24.3801121.8182,-0
24.3683121.8101,-0
24.3914121.804,-0
24.3933121.806,-0
24.3836121.8043,-0
24.3806121.8029,-0
24.3564121.7916,-0
24.3606121.7935,-0
24.3596121.793,-0
24.3694121.7918,-0
24.3647121.7906,-0
24.3862121.7943,-0
24.3607121.7906,-0
24.3635121.804,-0
24.3635121.804,-0
24.4034121.8034,-0
24.4071121.8138,-0
24.3983121.8097,-0
24.4325121.8186,-0
24.3939121.8022,-0
24.3789121.822,-0
24.3878121.8208,-0
24.4026121.8106,-0
24.3791121.8087,-0
24.4022121.8129,-0
24.3893121.8069,-0
24.4174121.8214,-0
24.3679121.8016,-0
24.3606121.796,-0
24.3603121.8044,-0
24.3566121.7968,-0
24.393121.7997,-0
24.3722121.7905,-0
24.3704121.8093,-0
24.3699121.8064,-0
24.3529121.7965,-0
24.3846121.7966,-0
24.3804121.7948,-0
24.3747121.7928,-0
24.4108121.7977,-0
24.4051121.8033,-0
24.397121.8145,-0
24.6809121.9723,-0
24.6871121.9635,-0
24.6874121.9337,-0
24.6837121.9387,-0
24.6854121.9339,-0
24.7159121.9417,-0
24.7102121.9501,-0
24.6956121.9464,-0
24.714121.9458,-0
24.6954121.9783,-0
24.7163121.9469,-0
24.7103121.9715,-0
24.696121.9211,-0
24.6821121.94,-0
24.6753121.9359,-0
24.4299121.8179,-0
24.4143121.8432,-0
24.4149121.8341,-0
24.4839121.8444,-0
24.3799121.8169,-0
24.3946121.8209,-0
24.3588121.8032,-0
24.3902121.8096,-0
24.3748121.7917,-0
24.3827121.7925,-0
24.3018121.7616,-0
24.2842121.7566,-0
24.2852121.7593,-0
24.2866121.752,-0
24.2984121.761,-0
24.2899121.7584,-0
24.2899121.7596,-0
24.427121.825,-0
24.3809121.8088,-0
24.456121.84,-0
24.3963121.8037,-0
24.318121.8632,-0
24.4853121.8601,-0
24.4997121.8404,-0
24.4875121.871,-0
24.5362121.8696,-0
24.5618121.8951,-0
24.5434121.8781,-0
24.5642121.875,-0
24.5399121.8829,-0
24.523121.8614,-0
24.514121.8631,-0
24.5151121.8622,-0
24.536121.8794,-0
24.5187121.8727,-0
24.4924121.8596,-0
24.5059121.8606,-0
24.5283121.8956,-0
24.5484121.8774,-0
24.543121.8834,-0
24.5384121.9008,-0
24.6286121.9083,-0
24.6286121.9083,-0
24.5998121.8954,-0
24.5998121.8954,-0
24.579121.9244,-0
24.5863121.9282,-0
24.6747121.9338,-0
24.6479121.9266,-0
24.7061121.9505,-0
24.6761121.93,-0
24.6976121.927,-0
24.7067121.9251,-0
24.5515121.8835,-0
24.6448121.802,-0
24.6573121.8055,-0
24.5366121.8856,-0
24.5407121.8938,-0
24.8192121.9955,-0
24.7766121.976,-0
24.8158122.0175,-0
24.7435122.0235,-0
24.7674121.9796,-0
24.7541121.9858,-0
24.7476121.9988,-0
24.6396121.9074,-0
24.6153121.9354,-0
24.6146121.935,-0
24.6357121.9164,-0
24.6575121.9145,-0
24.6561121.9139,-0
24.6561121.9184,-0
24.271121.7951,-0
24.1156121.6826,-0
24.1227121.6805,-0
24.1663121.698,-0
24.612121.9082,-0
24.6163121.9102,-0
24.6381121.9326,-0
24.6171121.9225,-0
24.6433121.9193,-0
24.6384121.9171,-0
24.6498121.9241,-0
24.5423121.8739,-0
24.5327121.871,-0
24.5439121.8824,-0
24.5298121.8654,-0
24.5384121.855,-0
24.5263121.8631,-0
24.5408121.8753,-0
24.52121.8807,-0
24.5161121.884,-0
24.5277121.8783,-0
24.497121.8555,-0
24.0831121.8334,-0
24.2217121.7325,-0
24.2314121.7275,-0
24.2443121.7325,-0
24.202121.7144,-0
24.1274121.6848,-0
24.0983121.669,-0
24.1223121.6815,-0
24.0777121.6611,-0
24.2263121.7315,-0
24.2241121.7255,-0
24.1869121.7202,-0
24.199121.7195,-0
24.2293121.7305,-0
24.2565121.7566,-0
24.2251121.7272,-0
24.254121.7398,-0
24.2352121.7351,-0
24.2583121.7458,-0
24.2173121.7297,-0
24.23121.7329,-0
24.4337121.8203,-0
24.4121121.8153,-0
24.4546121.8322,-0
24.413121.8203,-0
24.4015121.8254,-0
24.4234121.8294,-0
24.4325121.82,-0
24.4299121.8213,-0
24.6678121.9215,-0
24.6766121.9264,-0
24.6528121.9189,-0
24.6539121.9175,-0
24.6407121.9197,-0
24.614121.9248,-0
24.614121.9248,-0
24.63121.919,-0
24.6465121.9167,-0
24.6582121.922,-0
24.5863121.8946,-0
24.5863121.8946,-0
24.5888121.8932,-0
24.595121.9014,-0
24.595121.9014,-0
24.5981121.9183,-0
24.6039121.8922,-0
24.5988121.89,-0
24.5744121.8938,-0
24.5775121.8882,-0
24.5775121.8882,-0
24.5779121.8867,-0
24.2289121.7303,-0
24.212121.721,-0
24.1993121.7177,-0
24.1911121.7125,-0
24.1984121.7134,-0
24.234121.732,-0
24.2352121.7316,-0
24.233121.7347,-0
24.2232121.7319,-0
24.1918121.7135,-0
24.2917121.7622,-0
24.2461121.7366,-0
24.1874121.7086,-0
24.185121.7106,-0
24.208121.715,-0
24.1257121.6851,-0
24.1257121.6851,-0
24.101121.6707,-0
24.1289121.6887,-0
24.1322121.6877,-0
24.1409121.6898,-0
24.1429121.6883,-0
24.6094121.8971,-0
24.6216121.9026,-0
24.6509121.9074,-0
24.6585121.9107,-0
24.6473121.9186,-0
24.6683121.9352,-0
24.6731121.9289,-0
24.6605121.9195,-0
24.604121.9311,-0
24.604121.9311,-0
24.6098121.9489,-0
24.6385121.9152,-0
24.6186121.9087,-0
24.6405121.9152,-0
24.6321121.9114,-0
24.627121.9256,-0
24.6298121.927,-0
24.6297121.9144,-0
24.6297121.9144,-0
24.6779121.9488,-0
24.7252121.9476,-0
24.699121.9359,-0
24.4956122.2365,-0
24.7098121.9278,-0
24.7332121.9637,-0
24.7555121.9507,-0
24.6849121.9385,-0
24.647121.921,-0
24.6456121.9204,-0
24.6819121.9512,-0
24.6924121.9366,-0
24.6746121.9663,-0
24.6387121.9111,-0
24.6353121.915,-0
24.6502121.9238,-0
24.6329121.9158,-0
24.6366121.9172,-0
24.638121.9179,-0
24.6551121.9417,-0
24.6775121.9304,-0
24.6457121.9421,-0
24.6787121.9251,-0
24.6985121.928,-0
24.6904121.9332,-0
24.7085121.9504,-0
24.6052121.938,-0
24.6245121.9007,-0
24.5977121.8889,-0
24.576121.8753,-0
24.5585121.893,-0
24.4905121.8538,-0
24.4565121.8244,-0
24.5046121.8547,-0
24.3181121.7714,-0
24.296121.7613,-0
24.1751121.7052,-0
24.2582121.7455,-0
24.2743121.7511,-0
24.2922121.7301,-0
24.2636121.7464,-0
24.2317121.7341,-0
26.2422122.6529,-0
25.5593122.3417,-0
25.5279122.3326,-0
25.8139122.496,-0
25.5804122.3959,-0
25.1678122.1509,-0
25.1679122.1526,-0
24.2602121.7495,-0
24.2453121.7332,-0
24.2069121.721,-0
24.2338121.73,-0
24.229121.7319,-0
24.2453121.7359,-0
24.2866121.7349,-0
24.2682121.7461,-0
24.2637121.7414,-0
24.2876121.7517,-0
24.2254121.7344,-0
24.2342121.7365,-0
24.2233121.7317,-0
24.2399121.7353,-0
24.1421121.6928,-0
24.1458121.6916,-0
24.1474121.6923,-0
24.2288121.7261,-0
24.1469121.6917,-0
24.1455121.6922,-0
24.1367121.6878,-0
24.1317121.6845,-0
24.146121.6887,-0
24.0933121.667,-0
24.6299121.9427,-0
24.6429121.9288,-0
24.5907121.905,-0
24.517121.8697,-0
24.6858121.9623,-0
24.6888121.9382,-0
24.7456122.0041,-0
24.6934121.9515,-0
24.6672121.9352,-0
24.6692121.9244,-0
24.5424121.8918,-0
24.8305122.0388,-0
24.8464122.0467,-0
24.8069121.9976,-0
24.8628122.0288,-0
24.8435122.0126,-0
24.8006121.9963,-0
26.0571122.7,-0
25.8909122.4902,-0
25.9258122.4706,-0
25.9041122.5458,-0
25.8798122.5338,-0
25.7744122.4455,-0
24.1761121.7086,-0
24.1826121.7076,-0
24.1732121.7084,-0
24.1887121.7146,-0
24.1739121.7036,-0
24.1666121.692,-0
24.2523121.7421,-0
24.2397121.7474,-0
24.22121.7234,-0
24.2343121.7331,-0
24.2343121.7331,-0
24.1284121.6852,-0
25.5401122.3258,-0
25.3415122.2467,-0
25.1834122.1729,-0
25.2818122.2261,-0
25.2774122.2252,-0
25.2636122.2168,-0
25.363122.2481,-0
24.3307121.7764,-0
24.476121.8449,-0
24.2578121.7399,-0
24.3166121.7727,-0
24.3338121.7792,-0
24.253121.7422,-0
24.3989121.8112,-0
24.2865121.7491,-0
24.3143121.7655,-0
24.2193121.7978,-0
24.2193121.7242,-0
24.2185121.7245,-0
24.259121.7454,-0
24.572121.8912,-0
24.572121.8912,-0
24.5679121.8844,-0
24.5501121.8936,-0
24.5754121.8902,-0
24.5754121.8902,-0
24.6002121.8923,-0
24.5318121.8626,-0
24.5498121.8728,-0
24.5504121.887,-0
24.1525121.6953,-0
24.1848121.7302,-0
25.919122.489,-0
25.9718122.5022,-0
24.1768121.7058,-0
24.0995121.6774,-0
24.1517121.6919,-0
24.1909121.7154,-0
24.2267121.7268,-0
24.2004121.7147,-0
24.2215121.7175,-0
24.2126121.7209,-0
24.1954121.7132,-0
24.212121.7268,-0
24.1266121.6814,-0
24.1946121.7132,-0
24.1889121.7106,-0
24.2086121.7199,-0
24.9348122.074,-0
24.9378122.0608,-0
24.1254121.6697,-0
24.1913121.711,-0
24.1779121.7064,-0
24.191121.7258,-0
24.2311121.7164,-0
24.1494121.6895,-0
24.128121.6817,-0
24.1211121.6654,-0
24.1211121.6655,-0
24.2079121.7198,-0
24.1518121.6977,-0
24.1374121.694,-0
24.102121.6701,-0
24.0785121.6611,-0
24.1231121.6804,-0
24.1525121.693,-0
24.1045121.6746,-0
24.093121.6692,-0
24.1931121.7127,-0
